compound	disease	target	associated_interactors	interactors	TP	TP + FP	precision	associated_target	upregulated_target	downregulated_target
Acetylsalicylic acid	systemic lupus erythematosus	TP53	ETS1, TNFAIP3	ABL1, ACTA1, ACTL6A, ADH5, AGBL2, AGO1, AGO2, AGT, AIMP2, ANG, ANK2, ANKRD2, ANXA3, ANXA7, APEX1, APOH, APTX, AR, ARID3A, ARIH2, ARL3, ASF1A, ASPM, ATF3, ATM, ATR, AURKA, AXIN1, BACH1, BAG1, BAIAP2L1, BAK1, BANP, BARD1, BBC3, BCL2, BCL2L1, BCR, BHLHE40, BLM, BMI1, BMP1, BMX, BRCA1, BRCA2, BRCC3, BRD7, BRD8, BRE, BRF1, BTBD2, BTK, BTRC, CA11, CABLES1, CABLES2, CAPN1, CARM1, CCAR1, CCDC106, CCDC8, CCL18, CCNA2, CCNG1, CCNH, CCT5, CD40LG, CDC14A, CDC14B, CDC25C, CDC42, CDK1, CDK2, CDK5, CDK7, CDK8, CDK9, CDKN1A, CDKN2A, CDKN2C, CEBPB, CEBPZ, CFLAR, CHD3, CHD8, CHEK1, CHEK2, CHUK, CITED1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS8, COX17, CR2, CREB1, CREBBP, CRYAB, CSE1L, CSNK1A1, CSNK1D, CSNK2A1, CSNK2B, CUL4A, CUL7, CUL9, DAB2IP, DAPK1, DAPK3, DAXX, DDX17, DDX5, DHCR24, DHFR, DMTF1, DNMT1, DPH1, DUSP26, DVL2, DYNC1I1, E2F1, E4F1, EEF2, EFEMP2, EGR1, EHMT2, EIF2AK2, EIF2S2, ELL, EP300, EP400, EPHA3, ERCC2, ERCC3, ERCC6, ERH, ESR1, ETHE1, ETS1, ETS2, EZH2, FAM173A, FBXO11, FBXO42, FCAMR, FHL2, FKBP3, FOXO3, FXYD6, FXYD6-FXYD2, G3BP1, G3BP2, GADD45A, GAPDH, GFI1, GNL3, GPS1, GPS2, GPX2, GSK3B, GSTM4, GTF2H1, GTPBP4, H2AFX, HABP4, HDAC1, HDAC2, HDAC3, HDAC5, HDAC8, HECTD3, HECW1, HECW2, HIF1A, HINFP, HIPK1, HIPK2, HIPK3, HMGA1, HMGB1, HMGB2, HNF4A, HNRNPK, HNRNPUL1, HSP90AA1, HSP90AB1, HSPA1A, HSPA1B, HSPA1L, HSPA4, HSPA5, HSPA8, HSPA9, HSPB1, HTT, HUWE1, IFI16, IGF2BP1, IKBKB, ING1, ING2, ING4, ING5, INPP5E, ITCH, ITPK1, JMY, KANSL1, KAT2B, KAT5, KAT6A, KAT7, KAT8, KDM1A, KDM4D, KIAA0101, KLF4, KLF6, KMT2E, KPNA2, KPNA4, KPNB1, L3MBTL1, LAMA4, LRPPRC, MAD2L1BP, MAGEA2, MAGEA2B, MAGEB18, MAGEC2, MAGED2, MAP1B, MAP3K1, MAP9, MAPK1, MAPK10, MAPK11, MAPK14, MAPK3, MAPK8, MAPK9, MAPKAPK5, MDC1, MDH1, MDM2, MDM4, MED1, MED17, MED21, MIF, MKRN1, MNAT1, MNDA, MPHOSPH6, MRE11A, MSH2, MSL2, MSX1, MT1A, MTA1, MTA2, MTHFSD, MTOR, MUC1, MUL1, MYL9, NABP2, NAE1, NAP1L1, NCL, NCOA1, NCOA2, NCOA3, NDN, NEDD8, NFKBIA, NFYA, NFYB, NMT1, NMT2, NOC2L, NOL3, NOTCH4, NPM1, NPRL3, NQO1, NQO2, NR0B2, NR3C1, NR4A1, NTHL1, NUAK1, NUB1, NUMB, OTUB1, OTUD5, PADI4, PAFAH1B3, PAGR1, PARK7, PARP1, PBK, PCDHA4, PCNA, PDCD5, PDLIM7, PHB, PHF1, PHF20, PIAS1, PIAS2, PIAS4, PIN1, PIWIL1, PLAGL1, PLK1, PLK3, PML, PNP, POLA1, PPA1, PPARGC1A, PPIF, PPM1D, PPP1CA, PPP1CC, PPP1R13L, PPP2CA, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R5C, PPP4C, PRDM2, PRIM1, PRKCA, PRKCD, PRKD1, PRKDC, PRKRA, PRKRIR, PRMT1, PSMC5, PSMD11, PSME3, PTEN, PTGS2, PTK2, PTTG1, RAB4A, RAD51, RANBP2, RAP1B, RASGRF1, RB1CC1, RBBP5, RCC1, RCHY1, RFC1, RFFL, RFWD2, RFWD3, RING1, RNF2, RNF20, RNF34, RNF38, RNF39, RNF40, RNF43, RPA1, RPL11, RPL5, RPS10, RPS27A, RPS3, RPS7, RRM2, RRM2B, RYBP, S100A1, S100A2, S100A4, S100A6, S100A8, S100B, SAE1, SAT1, SCAMP1, SERBP1, SERPINB9, SERPINH1, SET, SETD2, SETD7, SETD8, SFN, SHISA5, SIN3A, SIN3B, SIRT1, SIRT7, SMAD2, SMAD3, SMAD7, SMARCA4, SMARCB1, SMARCC1, SMARCD1, SMARCD2, SMN1, SMN2, SMYD2, SNAI1, SNRPN, SNURF, SOCS1, SOX4, SP1, SP3, SPSB1, SREBF1, SREBF2, SRSF1, SSTR3, STAT6, STK11, STK4, STRA13, STUB1, STX5, SULT1E1, SUMO1, SUMO2, SUMO3, SYVN1, TADA3, TAF1, TAF1A, TAF1B, TAF1C, TAF6, TAF9, TAF9B, TBP, TDG, TEC, TEP1, TFAP2A, TFAP2C, TFDP1, THAP8, THRB, TK1, TMEM135, TMSB4X, TNFAIP3, TOE1, TOP1, TOP2A, TOP2B, TOPORS, TP53BP1, TP53BP2, TP53I3, TP53INP1, TP53RK, TP63, TP73, TPT1, TRAPPC11, TRIAP1, TRIM24, TRIM27, TRIM28, TRIM39, TRIM8, TRMT11, TRRAP, TSC22D1, TSG101, TTK, TTLL5, TWIST1, TWIST2, TXN, UBA3, UBA52, UBB, UBC, UBD, UBE2A, UBE2D1, UBE2D2, UBE2D3, UBE2I, UBE2J1, UBE2K, UBE2M, UBE2N, UBE3A, UBR5, UCHL1, UFD1L, UHRF2, UIMC1, USP10, USP11, USP29, USP39, USP42, USP7, UTP14A, VCP, VDR, VRK1, VRK2, WDR33, WDR48, WDR5, WRN, WT1, WWOX, XPO1, XRCC1, XRCC6, YBX1, YWHAG, YWHAZ, YY1, ZBTB2, ZBTB7A, ZCCHC10, ZHX1, ZMIZ1, ZNF148, ZNF24, ZNF385A, ZNF420, ZNHIT1	2	543	0.00368	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	CYP2C19		POR	0	1	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	SLC22A6		APP, APPBP2	0	2	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	AKR1C1		COMMD8, MAPK3, PTPN3	0	3	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	PTGS1		MAP1S, NUCB1, PTGIS	0	3	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	1	0	0
Acetylsalicylic acid	systemic lupus erythematosus	CYP2C9		CDC37, ECSIT, MAST1, POR, RAB3D, RNF32, STAMBP, STAT5A	0	8	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	CYP2C8		A2M, APOE, BLMH, DNAJB1, ECSIT, EXOC6, IFIT3, LONP1, MAST1, PGRMC1, RNF32	0	11	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	EDNRA		ARRB1, ARRB2, COPS5, EDN1, EDN3, GNA11, GNAI2, GRK6, HDAC7, KAT5, SRC	0	11	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	RPS6KA3		AIM1, ATP5J, BAD, BARX1, CREB1, CREBBP, CSNK2B, EIF3C, ESR1, FAM21A, FAM65B, FGF2, GRIN1, GRIN2D, GSTK1, H2AFX, HIST3H3, HMGN1, HMGN2, HSP90AA1, HSP90AB1, HTR2A, KRT18, MAGI1, MAPK1, MAPK14, MAPK3, MAPT, MASP1, MCC, NEDD4, NFKBIA, NR4A1, PDPK1, PEA15, PLD1, SHANK1, SMS, STK11, TRAF2, UBC, YBX1, ZMYM2, ZMYM5	0	44	0	0	0	0
Acetylsalicylic acid	systemic lupus erythematosus	ALB		ACADVL, ADRA1B, AGA, AHSG, AMBP, AMPD3, AP1M1, AP4E1, APOA1, APOA2, APOA4, APOC1, APOC2, APOC3, APOE, APP, ATM, BBC3, C4A, CABLES1, CACNA1I, CAMTA1, CDC45, CDCP1, CEBPB, CEP44, CFB, CFD, CFH, CHKB, CLCA2, CNOT1, CRB1, CROT, CRYAA, CST3, CTAGE5, CTSL, CUBN, DCC, DCD, DDB1, DENR, DERL1, DGKG, DICER1, DMD, DMWD, EEF2K, EIF4A3, ETF1, EXOC6, F2, F7, FAM71E2, FBXO6, FCGRT, FGA, FN1, GABBR1, GCN1L1, GFAP, GJC2, GRAP2, GRB2, GSN, HNF1A, HP, HPX, IGDCC4, IMMT, IQCB1, ITGA2, ITGB5, ITIH1, JARID2, KCNMA1, KIAA0101, KIAA0232, KIAA1551, KLK3, KRT1, KRT10, KRT13, KRT14, KRT16, KRT5, KRT6A, KRT6B, KRT9, LAT, LDB3, LRP2, LUC7L2, METAP2, MYL4, MYLK3, NCOA3, NFKB1, NLRC4, NPHS1, NR5A2, OBSL1, OR2T6, OR3A2, OR8D2, ORM1, PA2G4, PALB2, PCDH1, PCED1B, PDE4B, PDZRN4, PEG3, PF4V1, PFDN1, PHC3, PLA2G4F, PLAG1, PLCB1, PON1, PPBP, PRB3, PRSS1, PRSS3, QTRTD1, RANBP2, RANBP3, RBP4, RLF, RYR2, SACS, SCAF1, SCN5A, SERPING1, SETX, SGOL2, SH3BP5, SLA2, SLC1A5, SLC25A13, SLC9A8, SLX4, SORBS3, SPAST, SPATA31A7, SRGN, ST13, TF, THRAP3, TIAM1, TK1, TLN2, TRAPPC11, TSC22D1, TTN, TTPAL, TTR, UBC, UBD, UIMC1, YWHAE, YWHAG, ZNF232, ZNF292	0	165	0	1	0	0
Acetylsalicylic acid	systemic lupus erythematosus	HSPA5		A2M, ADRM1, AGO4, APC, APOB, ARRB1, ARRB2, BCAR1, BRAF, CAND1, CASP7, CASP8, CAV1, CDK2, CFTR, COPS5, COPS6, CPT1A, CUL1, CUL2, CUL3, CUL4A, CUL5, DCUN1D1, DDX24, DNAJB11, DNAJB9, DNAJC1, DNAJC10, DPH1, DPYSL5, EGFR, EIF2AK3, ERN1, ERP29, ESR1, F8, FCHSD2, GRB2, GRIA1, HDAC5, HDAC6, HFE, HLA-C, HSP90B1, HSPA1A, HSPA2, HSPA8, HSPBP1, HSPD1, HTR3A, HYOU1, ID2, IKBKB, IKBKG, IQCB1, KIAA0101, KRT14, KRT18, KRT8, LCT, LDLR, MAP3K1, MAP3K14, MAP3K3, MAP3K7, MAP3K8, MAPK13, MEPCE, METTL21A, MTNR1A, MTNR1B, NDRG1, NEDD8, NFKB1, NFKB2, NFKBIA, NFKBIB, NFKBIE, NOS2, NUAK1, PAWR, PCSK7, PDIA4, PPP2R2B, PRKAA1, PRNP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD6, PSMD7, PSMD8, PSME3, PSME4, PTEN, RAF1, REL, RELA, RELB, RIPK1, RIPK3, RPN1, SEC61A1, SH3BP4, SIL1, SIRT1, SIRT3, SMURF1, SREBF2, STMN1, SUMO2, SUMO4, TAB1, TAB2, TANK, TBK1, TCERG1, TG, TMEM132A, TMEM62, TMEM67, TNFRSF1A, TNFRSF1B, TP53, TRA, TRAF2, TRAF6, TSHR, TUBA4A, TUBB1, TUBB4A, UBC, UBL4A, UBQLN4, UCHL5, VCP, VWF, YWHAB, YWHAZ	0	165	0	0	0	0
Acitretin	psoriasis	RARG	TNIP1	ACY3, AJUBA, EIF3I, HACE1, HMGA1, IL24, ITGB1BP2, LSR, MAP6, MRPL12, MTMR6, NCOA1, NCOA3, NCOR1, NCOR2, NKX3-1, NR0B2, NR2F6, OIP5, PNRC1, PNRC2, PSMC5, RHPN2, RXRA, RXRB, RXRG, SMAD3, SORBS3, SPHK1, SRC, SRF, TNIP1, UBC, ZNF423, ZNF576	1	35	0.0286	0	0	0
Acitretin	psoriasis	RARA	TNIP1	AJUBA, ARID5A, ARNTL, ASXL1, BAG1, BTG1, CCND3, CCNDBP1, CDK7, CLOCK, CNOT1, COPS2, CREBBP, EP300, ESR1, EZH2, FN1, FOXO1, GADD45A, GADD45G, GATA2, GNAQ, HDAC2, HDAC3, HDAC4, HMGA1, HNRNPL, HR, IRX4, ITGB1BP2, KAT2B, KDM5A, KLF5, KMT2E, LIMD1, LRIF1, MAGEB2, MAPK1, MAPK6, MBD1, MECR, MED1, MED25, MED6, MMS19, NCOA1, NCOA2, NCOA3, NCOA6, NCOR1, NCOR2, NFE2L2, NKX2-1, NPAS2, NR0B2, NR1H2, NR1H3, NR2E3, NR3C1, NR4A2, NRBF2, NRIP1, NRIP2, NSD1, PARP1, PHF8, PIN1, PML, PNRC1, PNRC2, POU2F1, PRAME, PRDX6, PRKCA, PSMC5, RAC3, RXRA, RXRB, RXRG, SIRT1, SKI, SMARCD3, SMARCE1, SNW1, SP1, SPEN, SQSTM1, SRC, STAT5B, SUV39H1, SUZ12, TADA3, TDG, TEKT4, THRB, TMEM54, TNIP1, TOP2B, TRIM24, TRIP4, UBC, UBE3A, UBQLN1, USP7, WTIP, ZBTB16, ZNF423	1	107	0.00935	0	0	0
Acitretin	psoriasis	RBP1		BRMS1, BRMS1L, HDAC1, HDAC2, IKBKG, ING1, LRAT, LRP2, MED26, RBBP4, RBBP7, SAP30, SIN3A, SIRT2, SNF8, UBC	0	16	0	0	0	0
Acitretin	psoriasis	RARB		CCNH, CEBPA, CEBPB, EIF3I, GATA3, HR, MAP6, MEOX2, NCOA1, NCOA3, NCOR2, NR4A2, PNRC1, PRKD2, PSMC5, RXRA, RXRB, RXRG, SMAD2, SRC, ZNF423	0	21	0	0	0	0
Acitretin	psoriasis	RXRG		AJUBA, CAMK2B, CEBPZ, CHGB, CREBBP, CUL1, DCK, HOXD4, ITGB3BP, LRSAM1, MAP4, MPPED2, NCOR2, NR0B2, NR1H2, NR1H3, NR1H4, NR4A1, PNO1, PPARA, PPARD, PPARG, RARA, RARB, RARG, SRF, THRA, THRB, UBC, VDR, ZNF148, ZNF821	0	32	0	0	0	0
Acitretin	psoriasis	RXRB		AKAP13, APCDD1, APPL1, ATP5I, CACNA1B, CLTA, CPLX1, DNAJB14, EIF3A, GRIP1, GTF2H1, HSP90B1, KIF5A, KLHL11, MAP4, MBP, MCFD2, MED1, NCOA1, NCOA3, NR0B2, NR1H2, NR1H3, NR1I2, NR2C2, NR2E3, NR3C1, NR4A2, NRIP1, NUDT21, PCSK6, PPARD, PPARG, PPP3CA, PTMS, RAB3GAP1, RARA, RARB, RARG, RGPD5, RGPD6, SGSM2, SOS2, SPOP, SRA1, SRC, SSB, STX18, SUMO2, TACC2, TAF11, TBCA, THRA, THRB, TMEM57, UBC, VCP, VDR, ZDHHC12	0	59	0	0	0	0
Acitretin	psoriasis	RXRA		ACVR1, ACVR1B, ARID5A, ARNTL, BCL3, BRD8, CASP2, CHD9, CLOCK, CNOT1, COPS2, CREBBP, CSNK2B, CTCF, CTNNB1, CTSL, DNTTIP2, EDF1, EP300, ESR1, ESR2, FUS, GADD45A, GADD45G, GATA2, GK, GRB2, GRIP1, GSK3B, HDAC3, HDAC4, HMGA1, IGFBP3, ITGB3BP, JAZF1, JMJD1C, KIF1A, LAMTOR5, MAPK1, MAPK3, MAPK7, MECR, MED1, MED24, MED25, MPG, MYOD1, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NFKB1, NFKBIB, NPAS2, NR0B2, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2E3, NR2F1, NR2F6, NR4A1, NR4A2, NRBF2, NRIP1, NSD1, PARP1, PIK3R1, PLK1, PML, PNRC2, POU2F1, POU2F2, PPARA, PPARD, PPARG, PPARGC1A, PRKD2, PRMT2, PSMC3IP, PSMC5, RAC3, RAD54L2, RARA, RARB, RARG, RELA, RNF8, ROBO4, RPS6KA6, SMAD2, SMARCA4, SMARCD1, SMARCD3, SMN1, SMN2, SNW1, SP1, SRC, SRF, STAT1, SUMO1, TADA3, TAF11, TAF1B, TBP, TDG, THRA, THRB, TK1, TMPRSS3, TRIM24, TRIM32, TRIP10, TRIP4, UBC, UBQLN4, VDR, ZBTB16, ZNF423, ZNHIT3	0	126	0	0	0	1
Acitretin	psoriasis	ALB		ACADVL, ADRA1B, AGA, AHSG, AMBP, AMPD3, AP1M1, AP4E1, APOA1, APOA2, APOA4, APOC1, APOC2, APOC3, APOE, APP, ATM, BBC3, C4A, CABLES1, CACNA1I, CAMTA1, CDC45, CDCP1, CEBPB, CEP44, CFB, CFD, CFH, CHKB, CLCA2, CNOT1, CRB1, CROT, CRYAA, CST3, CTAGE5, CTSL, CUBN, DCC, DCD, DDB1, DENR, DERL1, DGKG, DICER1, DMD, DMWD, EEF2K, EIF4A3, ETF1, EXOC6, F2, F7, FAM71E2, FBXO6, FCGRT, FGA, FN1, GABBR1, GCN1L1, GFAP, GJC2, GRAP2, GRB2, GSN, HNF1A, HP, HPX, IGDCC4, IMMT, IQCB1, ITGA2, ITGB5, ITIH1, JARID2, KCNMA1, KIAA0101, KIAA0232, KIAA1551, KLK3, KRT1, KRT10, KRT13, KRT14, KRT16, KRT5, KRT6A, KRT6B, KRT9, LAT, LDB3, LRP2, LUC7L2, METAP2, MYL4, MYLK3, NCOA3, NFKB1, NLRC4, NPHS1, NR5A2, OBSL1, OR2T6, OR3A2, OR8D2, ORM1, PA2G4, PALB2, PCDH1, PCED1B, PDE4B, PDZRN4, PEG3, PF4V1, PFDN1, PHC3, PLA2G4F, PLAG1, PLCB1, PON1, PPBP, PRB3, PRSS1, PRSS3, QTRTD1, RANBP2, RANBP3, RBP4, RLF, RYR2, SACS, SCAF1, SCN5A, SERPING1, SETX, SGOL2, SH3BP5, SLA2, SLC1A5, SLC25A13, SLC9A8, SLX4, SORBS3, SPAST, SPATA31A7, SRGN, ST13, TF, THRAP3, TIAM1, TK1, TLN2, TRAPPC11, TSC22D1, TTN, TTPAL, TTR, UBC, UBD, UIMC1, YWHAE, YWHAG, ZNF232, ZNF292	0	165	0	0	0	0
Alitretinoin	hematologic cancer	RARB	GATA3, PRKD2	CCNH, CEBPA, CEBPB, EIF3I, GATA3, HR, MAP6, MEOX2, NCOA1, NCOA3, NCOR2, NR4A2, PNRC1, PRKD2, PSMC5, RXRA, RXRB, RXRG, SMAD2, SRC, ZNF423	2	21	0.0952	0	0	0
Alitretinoin	hematologic cancer	RXRA	PRKD2	ACVR1, ACVR1B, ARID5A, ARNTL, BCL3, BRD8, CASP2, CHD9, CLOCK, CNOT1, COPS2, CREBBP, CSNK2B, CTCF, CTNNB1, CTSL, DNTTIP2, EDF1, EP300, ESR1, ESR2, FUS, GADD45A, GADD45G, GATA2, GK, GRB2, GRIP1, GSK3B, HDAC3, HDAC4, HMGA1, IGFBP3, ITGB3BP, JAZF1, JMJD1C, KIF1A, LAMTOR5, MAPK1, MAPK3, MAPK7, MECR, MED1, MED24, MED25, MPG, MYOD1, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NFKB1, NFKBIB, NPAS2, NR0B2, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2E3, NR2F1, NR2F6, NR4A1, NR4A2, NRBF2, NRIP1, NSD1, PARP1, PIK3R1, PLK1, PML, PNRC2, POU2F1, POU2F2, PPARA, PPARD, PPARG, PPARGC1A, PRKD2, PRMT2, PSMC3IP, PSMC5, RAC3, RAD54L2, RARA, RARB, RARG, RELA, RNF8, ROBO4, RPS6KA6, SMAD2, SMARCA4, SMARCD1, SMARCD3, SMN1, SMN2, SNW1, SP1, SRC, SRF, STAT1, SUMO1, TADA3, TAF11, TAF1B, TBP, TDG, THRA, THRB, TK1, TMPRSS3, TRIM24, TRIM32, TRIP10, TRIP4, UBC, UBQLN4, VDR, ZBTB16, ZNF423, ZNHIT3	1	126	0.00794	0	0	0
Alitretinoin	hematologic cancer	CYP1A2		CYB5A, POR	0	2	0	0	0	0
Alitretinoin	hematologic cancer	CRABP1		CDK2, MPP3, TRA2A	0	3	0	1	0	0
Alitretinoin	hematologic cancer	CRABP2		CCDC155, CCND3, CDK2, SUMO2, SUMO3, UBC, UBE2I	0	7	0	0	0	0
Alitretinoin	hematologic cancer	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	0
Alitretinoin	hematologic cancer	RXRG		AJUBA, CAMK2B, CEBPZ, CHGB, CREBBP, CUL1, DCK, HOXD4, ITGB3BP, LRSAM1, MAP4, MPPED2, NCOR2, NR0B2, NR1H2, NR1H3, NR1H4, NR4A1, PNO1, PPARA, PPARD, PPARG, RARA, RARB, RARG, SRF, THRA, THRB, UBC, VDR, ZNF148, ZNF821	0	32	0	0	0	0
Alitretinoin	hematologic cancer	RARG		ACY3, AJUBA, EIF3I, HACE1, HMGA1, IL24, ITGB1BP2, LSR, MAP6, MRPL12, MTMR6, NCOA1, NCOA3, NCOR1, NCOR2, NKX3-1, NR0B2, NR2F6, OIP5, PNRC1, PNRC2, PSMC5, RHPN2, RXRA, RXRB, RXRG, SMAD3, SORBS3, SPHK1, SRC, SRF, TNIP1, UBC, ZNF423, ZNF576	0	35	0	0	0	0
Alitretinoin	hematologic cancer	RXRB		AKAP13, APCDD1, APPL1, ATP5I, CACNA1B, CLTA, CPLX1, DNAJB14, EIF3A, GRIP1, GTF2H1, HSP90B1, KIF5A, KLHL11, MAP4, MBP, MCFD2, MED1, NCOA1, NCOA3, NR0B2, NR1H2, NR1H3, NR1I2, NR2C2, NR2E3, NR3C1, NR4A2, NRIP1, NUDT21, PCSK6, PPARD, PPARG, PPP3CA, PTMS, RAB3GAP1, RARA, RARB, RARG, RGPD5, RGPD6, SGSM2, SOS2, SPOP, SRA1, SRC, SSB, STX18, SUMO2, TACC2, TAF11, TBCA, THRA, THRB, TMEM57, UBC, VCP, VDR, ZDHHC12	0	59	0	0	0	0
Alitretinoin	hematologic cancer	RARA		AJUBA, ARID5A, ARNTL, ASXL1, BAG1, BTG1, CCND3, CCNDBP1, CDK7, CLOCK, CNOT1, COPS2, CREBBP, EP300, ESR1, EZH2, FN1, FOXO1, GADD45A, GADD45G, GATA2, GNAQ, HDAC2, HDAC3, HDAC4, HMGA1, HNRNPL, HR, IRX4, ITGB1BP2, KAT2B, KDM5A, KLF5, KMT2E, LIMD1, LRIF1, MAGEB2, MAPK1, MAPK6, MBD1, MECR, MED1, MED25, MED6, MMS19, NCOA1, NCOA2, NCOA3, NCOA6, NCOR1, NCOR2, NFE2L2, NKX2-1, NPAS2, NR0B2, NR1H2, NR1H3, NR2E3, NR3C1, NR4A2, NRBF2, NRIP1, NRIP2, NSD1, PARP1, PHF8, PIN1, PML, PNRC1, PNRC2, POU2F1, PRAME, PRDX6, PRKCA, PSMC5, RAC3, RXRA, RXRB, RXRG, SIRT1, SKI, SMARCD3, SMARCE1, SNW1, SP1, SPEN, SQSTM1, SRC, STAT5B, SUV39H1, SUZ12, TADA3, TDG, TEKT4, THRB, TMEM54, TNIP1, TOP2B, TRIM24, TRIP4, UBC, UBE3A, UBQLN1, USP7, WTIP, ZBTB16, ZNF423	0	107	0	1	0	0
Alitretinoin	peripheral nervous system neoplasm	RARG	HACE1	ACY3, AJUBA, EIF3I, HACE1, HMGA1, IL24, ITGB1BP2, LSR, MAP6, MRPL12, MTMR6, NCOA1, NCOA3, NCOR1, NCOR2, NKX3-1, NR0B2, NR2F6, OIP5, PNRC1, PNRC2, PSMC5, RHPN2, RXRA, RXRB, RXRG, SMAD3, SORBS3, SPHK1, SRC, SRF, TNIP1, UBC, ZNF423, ZNF576	1	35	0.0286	0	0	0
Alitretinoin	peripheral nervous system neoplasm	CYP1A2		CYB5A, POR	0	2	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	CRABP1		CDK2, MPP3, TRA2A	0	3	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	CRABP2		CCDC155, CCND3, CDK2, SUMO2, SUMO3, UBC, UBE2I	0	7	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	0
Alitretinoin	peripheral nervous system neoplasm	RARB		CCNH, CEBPA, CEBPB, EIF3I, GATA3, HR, MAP6, MEOX2, NCOA1, NCOA3, NCOR2, NR4A2, PNRC1, PRKD2, PSMC5, RXRA, RXRB, RXRG, SMAD2, SRC, ZNF423	0	21	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	RXRG		AJUBA, CAMK2B, CEBPZ, CHGB, CREBBP, CUL1, DCK, HOXD4, ITGB3BP, LRSAM1, MAP4, MPPED2, NCOR2, NR0B2, NR1H2, NR1H3, NR1H4, NR4A1, PNO1, PPARA, PPARD, PPARG, RARA, RARB, RARG, SRF, THRA, THRB, UBC, VDR, ZNF148, ZNF821	0	32	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	RXRB		AKAP13, APCDD1, APPL1, ATP5I, CACNA1B, CLTA, CPLX1, DNAJB14, EIF3A, GRIP1, GTF2H1, HSP90B1, KIF5A, KLHL11, MAP4, MBP, MCFD2, MED1, NCOA1, NCOA3, NR0B2, NR1H2, NR1H3, NR1I2, NR2C2, NR2E3, NR3C1, NR4A2, NRIP1, NUDT21, PCSK6, PPARD, PPARG, PPP3CA, PTMS, RAB3GAP1, RARA, RARB, RARG, RGPD5, RGPD6, SGSM2, SOS2, SPOP, SRA1, SRC, SSB, STX18, SUMO2, TACC2, TAF11, TBCA, THRA, THRB, TMEM57, UBC, VCP, VDR, ZDHHC12	0	59	0	0	0	0
Alitretinoin	peripheral nervous system neoplasm	RARA		AJUBA, ARID5A, ARNTL, ASXL1, BAG1, BTG1, CCND3, CCNDBP1, CDK7, CLOCK, CNOT1, COPS2, CREBBP, EP300, ESR1, EZH2, FN1, FOXO1, GADD45A, GADD45G, GATA2, GNAQ, HDAC2, HDAC3, HDAC4, HMGA1, HNRNPL, HR, IRX4, ITGB1BP2, KAT2B, KDM5A, KLF5, KMT2E, LIMD1, LRIF1, MAGEB2, MAPK1, MAPK6, MBD1, MECR, MED1, MED25, MED6, MMS19, NCOA1, NCOA2, NCOA3, NCOA6, NCOR1, NCOR2, NFE2L2, NKX2-1, NPAS2, NR0B2, NR1H2, NR1H3, NR2E3, NR3C1, NR4A2, NRBF2, NRIP1, NRIP2, NSD1, PARP1, PHF8, PIN1, PML, PNRC1, PNRC2, POU2F1, PRAME, PRDX6, PRKCA, PSMC5, RAC3, RXRA, RXRB, RXRG, SIRT1, SKI, SMARCD3, SMARCE1, SNW1, SP1, SPEN, SQSTM1, SRC, STAT5B, SUV39H1, SUZ12, TADA3, TDG, TEKT4, THRB, TMEM54, TNIP1, TOP2B, TRIM24, TRIP4, UBC, UBE3A, UBQLN1, USP7, WTIP, ZBTB16, ZNF423	0	107	0	0	0	0
