metapath	length	n_pairs	pc_density	pc_mean	pc_max	dwpc-0.5_raw_mean
DaGaDaG	3	2869465	0.199911	5.39125	1708	0.000126236
DaGaDdG	3	2869465	0.179781	2.18494	322	9.03356e-05
DaGaDuG	3	2869465	0.17631	2.23625	370	8.90714e-05
DaGaDpS	3	60006	0.796604	35.617	1324	0.00156613
DaGdDaG	3	2869465	0.0876411	0.396541	168	4.1012e-05
DaGdDdG	3	2869465	0.141329	0.518137	93	7.19311e-05
DaGdDuG	3	2869465	0.139933	0.528387	102	7.14735e-05
DaGdDpS	3	60006	0.418008	2.62829	160	0.000415844
DaGuDaG	3	2869465	0.0929968	0.479672	307	4.41577e-05
DaGuDdG	3	2869465	0.151511	0.705086	183	8.13659e-05
DaGuDuG	3	2869465	0.148604	0.711252	200	7.97205e-05
DaGuDpS	3	60006	0.434607	3.56279	305	0.000472321
DaGcGaD	3	18769	0.366988	1.68246	86	0.000464346
DaGcGdD	3	18769	0.179605	1.28451	59	0.000327992
DaGcGuD	3	18769	0.180137	1.16282	64	0.000329545
DaGcGcG	3	2869465	0.162987	1.42792	600	9.02504e-05
DaGcGiG	3	2869465	0.120648	0.371558	1585	4.07188e-05
DaGcG<rG	3	2869465	0.0895686	0.324941	82	1.56583e-05
DaGcGr>G	3	2869465	0.0734004	0.316095	290	1.58e-05
DaGcGpMF	3	395108	0.172983	0.821869	221	0.000135217
DaGcGpPW	3	249614	0.30072	1.1818	403	0.000162901
DaGiGaD	3	18769	0.776706	56.9038	3290	0.00157118
DaGiGdD	3	18769	0.254142	14.2471	892	0.000654935
DaGiGuD	3	18769	0.255048	16.8065	1021	0.000719358
DaGiGcG	3	2869465	0.178745	1.12859	972	7.17281e-05
DaGiGiG	3	2869465	0.594337	37.4528	20441	0.000157765
DaGiG<rG	3	2869465	0.173548	5.78538	1539	4.19628e-05
DaGiGr>G	3	2869465	0.223	7.58968	6925	5.0784e-05
DaGiGpMF	3	395108	0.45443	13.0563	4146	0.000329983
DaGiGpPW	3	249614	0.709712	43.626	7743	0.000549592
DaG<rGaD	3	18769	0.685172	38.0786	2411	0.000540547
DaG<rGdD	3	18769	0.237786	12.4605	701	0.000274888
DaG<rGuD	3	18769	0.24322	14.3841	924	0.000290143
DaG<rGcG	3	2869465	0.149844	0.964871	722	2.63897e-05
DaG<rGiG	3	2869465	0.423593	6.74641	17761	4.46097e-05
DaG<rG<rG	3	2869465	0.175824	8.50184	1811	3.30431e-05
DaG<rGr>G	3	2869465	0.254615	16.1927	15569	6.41057e-05
DaG<rGpMF	3	395108	0.43742	9.51787	3783	0.000127896
DaG<rGpPW	3	249614	0.66054	21.3686	4786	0.000204638
DaGr>GdD	3	18769	0.241888	15.4092	807	0.000354125
DaGr>GuD	3	18769	0.253237	21.3183	1807	0.000418792
DaGr>GcG	3	2869465	0.141338	1.02723	949	3.25161e-05
DaGr>GiG	3	2869465	0.316914	5.20072	19122	4.67425e-05
DaGr>G<rG	3	2869465	0.198322	44.6596	6384	7.77903e-05
DaGr>Gr>G	3	2869465	0.2409	9.85833	9671	4.2116e-05
DaGr>GpMF	3	395108	0.421551	8.86973	2405	0.000140001
DaGr>GpPW	3	249614	0.650088	18.3364	3883	0.000204724
DaGpMFpG	3	2869465	0.440231	12.5672	1606	0.000184045
DaGpPWpG	3	2869465	0.316142	12.6831	4289	0.000147209
DdGdAdG	3	2869465	0.225942	60.9368	1882	0.000126575
DdGdAeG	3	2869465	0.270147	166.068	2182	0.000102362
DdGdAuG	3	2869465	0.238871	53.9372	1433	0.000130849
DdGeAdG	3	2869465	0.231464	167.692	5549	0.00010297
DdGeAeG	3	2869465	0.277175	802.999	10932	0.000150414
DdGeAuG	3	2869465	0.2442	164.184	4353	0.00011018
DdGuAdG	3	2869465	0.228386	52.4907	2101	0.000128871
DdGuAeG	3	2869465	0.270764	160.519	2301	0.000108533
DdGuAuG	3	2869465	0.240343	50.6638	1762	0.000136555
DdGpBPpG	3	2869465	0.205562	30.9881	5289	0.00010463
DdGpCCpG	3	2869465	0.136609	4.29553	528	8.63493e-05
DdGbCbG	3	2869465	0.00799348	0.0338077	369	1.13662e-05
DdGbCdG	3	2869465	0.0142309	0.0581673	127	6.32875e-06
DdGbCuG	3	2869465	0.0155541	0.0533343	119	6.76621e-06
DdGbCiPC	3	47265	0.0421665	0.102634	35	0.000151957
DdGbCcSE	3	785558	0.10005	0.943156	499	2.99392e-05
DdGdCbG	3	2869465	0.00726651	0.0543265	531	6.90851e-06
DdGdCdG	3	2869465	0.0340461	0.643966	575	2.25189e-05
DdGdCuG	3	2869465	0.0379907	0.597982	452	2.4187e-05
DdGdCiPC	3	47265	0.0611658	0.249423	70	0.00016044
DdGdCcSE	3	785558	0.130722	2.35095	694	3.96261e-05
DdGuCbG	3	2869465	0.00733238	0.0582851	593	8.32334e-06
DdGuCdG	3	2869465	0.0344217	0.699813	767	2.63343e-05
DdGuCuG	3	2869465	0.0385528	0.66773	691	2.86055e-05
DdGuCiPC	3	47265	0.0610177	0.28209	119	0.000191791
DdGuCcSE	3	785558	0.132554	2.38409	801	4.47618e-05
DdGaDaG	3	2869465	0.0602489	0.567301	233	4.28191e-05
DdGaDdG	3	2869465	0.0473712	0.197635	45	2.74311e-05
DdGaDuG	3	2869465	0.0465536	0.20288	63	2.71044e-05
DdGaDpS	3	60006	0.239476	3.21233	152	0.000478915
DdGdDaG	3	2869465	0.0378795	0.281999	174	2.01059e-05
DdGdDdG	3	2869465	0.0635317	0.412094	107	3.7347e-05
DdGdDuG	3	2869465	0.0620039	0.415692	112	3.66687e-05
DdGdDpS	3	60006	0.174666	2.11844	170	0.000219667
DdGuDaG	3	2869465	0.0365145	0.176762	84	2.57058e-05
DdGuDdG	3	2869465	0.0614623	0.261919	42	4.75927e-05
DdGuDuG	3	2869465	0.0607253	0.266014	51	4.69689e-05
DdGuDpS	3	60006	0.170266	1.34158	85	0.000280739
DdGcGdD	3	18769	0.0710746	0.8952	48	0.000236463
DdGcGuD	3	18769	0.0702755	0.779796	41	0.000223704
DdGcGcG	3	2869465	0.0808987	1.04653	555	6.62195e-05
DdGcGiG	3	2869465	0.0681636	0.26883	1033	2.96691e-05
DdGcG<rG	3	2869465	0.0428512	0.226039	62	1.15462e-05
DdGcGr>G	3	2869465	0.0394743	0.227211	194	1.17576e-05
DdGcGpMF	3	395108	0.0913396	0.585632	146	9.45279e-05
DdGcGpPW	3	249614	0.158797	0.827337	242	0.000114786
DdGiGdD	3	18769	0.0851404	4.53194	390	0.000342416
DdGiGuD	3	18769	0.0842879	4.85673	440	0.00034453
DdGiGcG	3	2869465	0.0664789	0.373775	371	3.75833e-05
DdGiGiG	3	2869465	0.2022	19.8421	6778	9.54455e-05
DdGiG<rG	3	2869465	0.0578861	1.66557	654	2.17544e-05
DdGiGr>G	3	2869465	0.0779292	2.29672	2037	2.60867e-05
DdGiGpMF	3	395108	0.158326	3.7063	1429	0.000155404
DdGiGpPW	3	249614	0.239466	13.7774	2683	0.000258078
DdG<rGdD	3	18769	0.0807715	4.94155	242	0.000177182
DdG<rGuD	3	18769	0.0806649	5.69183	302	0.000186381
DdG<rGcG	3	2869465	0.0623057	0.383186	270	1.71012e-05
DdG<rGiG	3	2869465	0.157464	2.58275	6097	2.9274e-05
DdG<rG<rG	3	2869465	0.0601617	3.61391	645	2.2802e-05
DdG<rGr>G	3	2869465	0.0903994	6.50364	5126	4.41761e-05
DdG<rGpMF	3	395108	0.174641	3.84352	1283	8.49539e-05
DdG<rGpPW	3	249614	0.241457	8.55729	1609	0.000135885
DdGr>GuD	3	18769	0.0829027	6.68219	527	0.000209209
DdGr>GcG	3	2869465	0.052745	0.328776	280	1.62745e-05
DdGr>GiG	3	2869465	0.117667	1.68415	5959	2.3894e-05
DdGr>G<rG	3	2869465	0.0653892	14.8322	1950	4.07515e-05
DdGr>Gr>G	3	2869465	0.0854211	3.23748	3001	2.21681e-05
DdGr>GpMF	3	395108	0.155937	2.88336	750	7.10405e-05
DdGr>GpPW	3	249614	0.231874	6.00204	1211	0.000105027
DdGpMFpG	3	2869465	0.164431	4.99425	470	0.000102186
DdGpPWpG	3	2869465	0.108551	3.53383	1113	6.75582e-05
DuGdAdG	3	2869465	0.22843	59.1292	1677	0.000123694
DuGdAeG	3	2869465	0.270619	161.694	2009	9.9465e-05
DuGdAuG	3	2869465	0.240932	52.2023	1196	0.000127221
DuGeAdG	3	2869465	0.230655	168.253	5581	0.0001015
DuGeAeG	3	2869465	0.277047	801.548	10578	0.000147415
DuGeAuG	3	2869465	0.243216	165.17	4290	0.000108751
DuGuAdG	3	2869465	0.227607	54.7935	1927	0.000127735
DuGuAeG	3	2869465	0.27091	166.896	2198	0.000108146
DuGuAuG	3	2869465	0.239718	52.7313	1709	0.000135753
DuGpBPpG	3	2869465	0.198405	35.5136	5635	0.000106598
DuGpCCpG	3	2869465	0.131665	4.42977	564	8.60458e-05
DuGbCbG	3	2869465	0.00800323	0.0299261	332	1.14966e-05
DuGbCdG	3	2869465	0.014003	0.0535936	120	6.46999e-06
DuGbCuG	3	2869465	0.0153224	0.0494664	91	6.94697e-06
DuGbCiPC	3	47265	0.0375542	0.0845023	63	0.000171904
DuGbCcSE	3	785558	0.0954557	0.748827	432	3.31674e-05
DuGdCbG	3	2869465	0.00809489	0.0839467	1186	8.8755e-06
DuGdCdG	3	2869465	0.0351299	0.95599	1429	2.70846e-05
DuGdCuG	3	2869465	0.0391648	0.881306	1233	2.92281e-05
DuGdCiPC	3	47265	0.067788	0.381403	254	0.000203619
DuGdCcSE	3	785558	0.14359	3.467	1661	5.03896e-05
DuGuCbG	3	2869465	0.00785303	0.0673415	405	9.26112e-06
DuGuCdG	3	2869465	0.0354334	0.793914	464	2.87227e-05
DuGuCuG	3	2869465	0.0398726	0.755606	455	3.14649e-05
DuGuCiPC	3	47265	0.0646779	0.315879	127	0.000212127
DuGuCcSE	3	785558	0.138502	2.78817	596	5.08722e-05
DuGaDaG	3	2869465	0.0611368	0.76443	402	4.88569e-05
DuGaDdG	3	2869465	0.0517549	0.29431	81	3.33212e-05
DuGaDuG	3	2869465	0.050738	0.300518	102	3.28715e-05
DuGaDpS	3	60006	0.23826	4.13707	260	0.000515006
DuGdDaG	3	2869465	0.0350727	0.181263	104	2.55765e-05
DuGdDdG	3	2869465	0.0605528	0.259825	45	4.64541e-05
DuGdDuG	3	2869465	0.0598725	0.265456	64	4.62741e-05
DuGdDpS	3	60006	0.167533	1.326	91	0.000280479
DuGuDaG	3	2869465	0.0397172	0.339687	268	2.21942e-05
DuGuDdG	3	2869465	0.0658318	0.501822	173	4.12548e-05
DuGuDuG	3	2869465	0.0644239	0.504352	191	4.00368e-05
DuGuDpS	3	60006	0.177849	2.5172	247	0.000235876
DuGcGuD	3	18769	0.0705419	0.719165	39	0.000219536
DuGcGcG	3	2869465	0.0795012	0.834871	450	6.33933e-05
DuGcGiG	3	2869465	0.0666891	0.234212	997	2.81959e-05
DuGcG<rG	3	2869465	0.0421741	0.201357	53	1.10942e-05
DuGcGr>G	3	2869465	0.0379865	0.203438	163	1.0944e-05
DuGcGpMF	3	395108	0.0908486	0.522832	143	9.31461e-05
DuGcGpPW	3	249614	0.156798	0.737214	231	0.000111238
DuGiGuD	3	18769	0.0832223	5.66285	378	0.000362452
DuGiGcG	3	2869465	0.0683329	0.394509	466	3.7142e-05
DuGiGiG	3	2869465	0.200397	20.5815	8499	9.60662e-05
DuGiG<rG	3	2869465	0.0580516	1.89269	658	2.25202e-05
DuGiGr>G	3	2869465	0.0775148	2.49734	2329	2.61473e-05
DuGiGpMF	3	395108	0.162702	4.05231	1254	0.000158869
DuGiGpPW	3	249614	0.238588	15.2443	3085	0.000272536
DuG<rGuD	3	18769	0.083915	7.7856	697	0.000219809
DuG<rGcG	3	2869465	0.066856	0.511823	452	2.01267e-05
DuG<rGiG	3	2869465	0.166732	3.72266	12635	3.46666e-05
DuG<rG<rG	3	2869465	0.0618314	4.85911	1371	2.62297e-05
DuG<rGr>G	3	2869465	0.0938994	9.02063	11145	5.16193e-05
DuG<rGpMF	3	395108	0.183514	5.20584	2514	9.92118e-05
DuG<rGpPW	3	249614	0.250579	11.8254	3425	0.000160604
DuGr>GcG	3	2869465	0.0555316	0.38833	346	1.74472e-05
DuGr>GiG	3	2869465	0.120583	1.95292	7352	2.51828e-05
DuGr>G<rG	3	2869465	0.0661653	16.8073	2346	4.21368e-05
DuGr>Gr>G	3	2869465	0.0856982	3.70188	3656	2.27811e-05
DuGr>GpMF	3	395108	0.160138	3.34287	902	7.53428e-05
DuGr>GpPW	3	249614	0.23427	6.97367	1527	0.000109937
DuGpMFpG	3	2869465	0.159431	4.9802	437	0.000101676
DuGpPWpG	3	2869465	0.109597	4.18361	1142	7.38428e-05
DpSpDaG	3	2869465	0.18869	1.74926	787	0.000184637
DpSpDdG	3	2869465	0.18336	0.956433	88	0.000126952
DpSpDuG	3	2869465	0.182006	0.981075	111	0.000125105
DpSpDpS	3	60006	0.841816	27.8834	665	0.0027752
GdAlDaG	3	438693025	0.109101	0.355058	167	5.26665e-06
GdAlDdG	3	438693025	0.0875084	0.174542	26	3.86776e-06
GdAlDuG	3	438693025	0.0878303	0.179033	30	3.84396e-06
GdAlDpS	3	9173910	0.543707	4.69047	158	7.77707e-05
GdAdGcG	3	438693025	0.333149	5.11668	2421	1.44353e-05
GdAdGiG	3	438693025	0.470102	14.3967	43673	1.44519e-05
GdAdG<rG	3	438693025	0.156702	14.2889	2221	6.25699e-06
GdAdGr>G	3	438693025	0.229191	13.4636	9480	6.01479e-06
GdAdGpMF	3	60405380	0.663678	33.4844	5788	4.87993e-05
GdAdGpPW	3	38161790	0.703884	45.172	8841	5.79283e-05
GdAeGcG	3	438693025	0.385832	14.5874	8943	1.16701e-05
GdAeGiG	3	438693025	0.515225	46.7741	170365	1.18561e-05
GdAeG<rG	3	438693025	0.159218	45.6846	8506	5.42417e-06
GdAeGr>G	3	438693025	0.241555	42.1707	35213	5.12156e-06
GdAeGpMF	3	60405380	0.711086	88.768	17351	3.86331e-05
GdAeGpPW	3	38161790	0.717892	134.732	28551	4.59137e-05
GdAuGcG	3	438693025	0.336168	4.66765	2406	1.49132e-05
GdAuGiG	3	438693025	0.469205	13.3106	45878	1.47718e-05
GdAuG<rG	3	438693025	0.15641	12.9277	2428	6.41159e-06
GdAuGr>G	3	438693025	0.228488	12.4823	9921	6.24837e-06
GdAuGpMF	3	60405380	0.655437	29.0486	5575	4.96269e-05
GdAuGpPW	3	38161790	0.699182	40.9905	7787	5.90416e-05
GeAlDaG	3	438693025	0.188623	1.80287	485	9.19456e-06
GeAlDdG	3	438693025	0.186188	0.911316	68	6.79867e-06
GeAlDuG	3	438693025	0.184042	0.932703	87	6.74555e-06
GeAlDpS	3	9173910	0.767607	23.3426	474	0.000134028
GeAdGcG	3	438693025	0.425531	14.0647	2868	1.16262e-05
GeAdGiG	3	438693025	0.576815	38.713	51275	1.16105e-05
GeAdG<rG	3	438693025	0.186101	38.6618	2628	5.00334e-06
GeAdGr>G	3	438693025	0.276412	36.1684	11222	4.8008e-06
GeAdGpMF	3	60405380	0.80995	92.24	6744	3.94901e-05
GeAdGpPW	3	38161790	0.83813	124.3	10352	4.688e-05
GeAeGcG	3	438693025	0.491192	68.824	16177	1.70379e-05
GeAeGiG	3	438693025	0.621691	225.803	316362	1.78664e-05
GeAeG<rG	3	438693025	0.190947	219.742	16109	7.98447e-06
GeAeGr>G	3	438693025	0.290157	203.988	67513	7.69121e-06
GeAeGpMF	3	60405380	0.860122	432.481	34277	5.82376e-05
GeAeGpPW	3	38161790	0.862631	665.92	55830	7.12822e-05
GeAuGcG	3	438693025	0.438127	14.2884	2746	1.25786e-05
GeAuGiG	3	438693025	0.575559	40.495	53221	1.24077e-05
GeAuG<rG	3	438693025	0.185857	39.1558	2832	5.40983e-06
GeAuGr>G	3	438693025	0.275194	38.1606	11526	5.2706e-06
GeAuGpMF	3	60405380	0.802302	88.1799	6417	4.13213e-05
GeAuGpPW	3	38161790	0.833422	123.659	8985	4.93454e-05
GuAlDaG	3	438693025	0.110452	0.325972	131	5.58823e-06
GuAlDdG	3	438693025	0.0871441	0.161396	25	4.12045e-06
GuAlDuG	3	438693025	0.0880645	0.16671	26	4.1132e-06
GuAlDpS	3	9173910	0.562122	4.23465	137	8.13035e-05
GuAdGcG	3	438693025	0.346243	4.56433	1812	1.48281e-05
GuAdGiG	3	438693025	0.495718	12.5909	30094	1.48655e-05
GuAdG<rG	3	438693025	0.165323	12.5141	1494	6.40903e-06
GuAdGr>G	3	438693025	0.242047	11.7791	6425	6.16227e-06
GuAdGpMF	3	60405380	0.69871	29.8178	4433	5.02877e-05
GuAdGpPW	3	38161790	0.743047	40.0691	6224	5.96868e-05
GuAeGcG	3	438693025	0.408713	14.3401	6757	1.25236e-05
GuAeGiG	3	438693025	0.543858	45.4929	130148	1.26525e-05
GuAeG<rG	3	438693025	0.168035	44.5324	6567	5.7984e-06
GuAeGr>G	3	438693025	0.254939	41.1405	27046	5.46872e-06
GuAeGpMF	3	60405380	0.750252	86.99	13373	4.12408e-05
GuAeGpPW	3	38161790	0.75776	131.376	21793	4.89196e-05
GuAuGcG	3	438693025	0.353953	4.52332	1642	1.58465e-05
GuAuGiG	3	438693025	0.489464	12.8516	35035	1.56171e-05
GuAuG<rG	3	438693025	0.164997	12.406	1966	6.81087e-06
GuAuGr>G	3	438693025	0.241149	12.1072	7761	6.64065e-06
GuAuGpMF	3	60405380	0.688246	27.8548	4276	5.21958e-05
GuAuGpPW	3	38161790	0.736565	39.2263	5985	6.21227e-05
GpBPpGcG	3	438693025	0.171801	2.60886	4892	1.20887e-05
GpBPpGiG	3	438693025	0.390448	16.9762	100249	1.53805e-05
GpBPpG<rG	3	438693025	0.139334	10.2061	7711	5.92349e-06
GpBPpGr>G	3	438693025	0.17902	12.4884	34954	6.58494e-06
GpBPpGpMF	3	60405380	0.411388	28.7904	23996	5.56602e-05
GpBPpGpPW	3	38161790	0.55208	69.5772	50600	7.43311e-05
GpCCpGcG	3	438693025	0.0734183	0.365093	586	9.52667e-06
GpCCpGiG	3	438693025	0.172988	1.8083	11552	1.26692e-05
GpCCpG<rG	3	438693025	0.0865845	1.28307	747	4.86825e-06
GpCCpGr>G	3	438693025	0.089935	1.22274	2535	4.76025e-06
GpCCpGpMF	3	60405380	0.18174	3.56613	3499	4.0385e-05
GpCCpGpPW	3	38161790	0.284981	5.62291	3291	5.46739e-05
GbCrCbG	3	438693025	0.000297219	0.00221953	1105	1.34985e-06
GbCrCdG	3	438693025	0.000603527	0.00248358	610	8.13314e-07
GbCrCuG	3	438693025	0.000580593	0.00231878	657	8.526e-07
GbCrCiPC	3	7226025	0.00173775	0.00788414	594	2.76046e-05
GbCrCcSE	3	120098630	0.00711615	0.0693436	2389	5.54496e-06
GbCpDaG	3	438693025	0.00067004	0.00185065	127	8.4414e-07
GbCpDdG	3	438693025	0.000485825	0.00114185	39	7.31512e-07
GbCpDuG	3	438693025	0.000481444	0.00112844	39	7.00461e-07
GbCpDpS	3	9173910	0.00573507	0.0232447	129	1.25867e-05
GbCtDaG	3	438693025	0.00179784	0.00504448	278	2.00006e-06
GbCtDdG	3	438693025	0.00112696	0.00213101	62	1.49473e-06
GbCtDuG	3	438693025	0.00116839	0.00223014	87	1.50175e-06
GbCtDpS	3	9173910	0.00901023	0.0313157	186	2.17e-05
GbCbGcG	3	438693025	0.000840244	0.00236714	232	1.00847e-06
GbCbGiG	3	438693025	0.0031859	0.0109856	2013	1.57414e-06
GbCbG<rG	3	438693025	0.0027934	0.00676602	243	6.53528e-07
GbCbGr>G	3	438693025	0.00316123	0.0132455	1091	1.05781e-06
GbCbGpMF	3	60405380	0.00503417	0.0469784	1810	8.64779e-06
GbCbGpPW	3	38161790	0.00994026	0.072947	2841	1.1641e-05
GbCdGcG	3	438693025	0.00167617	0.00372561	323	6.7501e-07
GbCdGiG	3	438693025	0.00529377	0.0234378	10189	9.79997e-07
GbCdG<rG	3	438693025	0.00836345	0.13923	2892	1.81502e-06
GbCdGr>G	3	438693025	0.00564229	0.0387587	4633	9.97136e-07
GbCdGpMF	3	60405380	0.00652672	0.0327381	1244	2.79372e-06
GbCdGpPW	3	38161790	0.0134412	0.0787441	2225	4.45455e-06
GbCuGcG	3	438693025	0.00168745	0.00380391	272	6.93448e-07
GbCuGiG	3	438693025	0.00495053	0.016722	7820	1.03903e-06
GbCuG<rG	3	438693025	0.00717019	0.0835149	2212	1.58021e-06
GbCuGr>G	3	438693025	0.00523084	0.03547	4276	9.90625e-07
GbCuGpMF	3	60405380	0.00672081	0.0321149	930	3.09918e-06
GbCuGpPW	3	38161790	0.0133619	0.065163	1670	4.76273e-06
GdCrCdG	3	438693025	0.00271638	0.00937874	321	1.3692e-06
GdCrCuG	3	438693025	0.00273116	0.00889213	374	1.45592e-06
GdCrCiPC	3	7226025	0.0037167	0.0115638	366	1.9322e-05
GdCrCcSE	3	120098630	0.0186073	0.110255	785	4.94833e-06
GdCpDaG	3	438693025	0.00146404	0.00264187	37	8.01092e-07
GdCpDdG	3	438693025	0.000925365	0.00149805	11	7.44484e-07
GdCpDuG	3	438693025	0.000922734	0.00149496	11	7.31782e-07
GdCpDpS	3	9173910	0.00965815	0.0208305	29	9.96085e-06
GdCtDaG	3	438693025	0.00659927	0.020849	146	2.44792e-06
GdCtDdG	3	438693025	0.00472385	0.0102886	43	2.19969e-06
GdCtDuG	3	438693025	0.00487816	0.010814	51	2.18796e-06
GdCtDpS	3	9173910	0.0304157	0.131761	133	2.50483e-05
GdCbGcG	3	438693025	0.00163216	0.00305778	75	5.99863e-07
GdCbGiG	3	438693025	0.0073938	0.0207802	868	1.08313e-06
GdCbG<rG	3	438693025	0.00619704	0.0152823	106	4.26518e-07
GdCbGr>G	3	438693025	0.00636316	0.0234677	443	6.89503e-07
GdCbGpMF	3	60405380	0.0107786	0.0641463	523	4.79328e-06
GdCbGpPW	3	38161790	0.0225611	0.113627	929	7.73183e-06
GdCdGcG	3	438693025	0.0125554	0.0455874	332	2.15746e-06
GdCdGiG	3	438693025	0.0349363	0.281715	11742	3.15846e-06
GdCdG<rG	3	438693025	0.0280268	1.31729	3537	4.38105e-06
GdCdGr>G	3	438693025	0.0288976	0.427734	5010	2.7555e-06
GdCdGpMF	3	60405380	0.041029	0.391163	1415	9.10619e-06
GdCdGpPW	3	38161790	0.072714	0.870064	2782	1.35788e-05
GdCuGcG	3	438693025	0.013243	0.0477975	323	2.31639e-06
GdCuGiG	3	438693025	0.0329039	0.208508	8776	3.30309e-06
GdCuG<rG	3	438693025	0.0274017	0.826661	2413	4.07365e-06
GdCuGr>G	3	438693025	0.0279526	0.394043	4720	2.8038e-06
GdCuGpMF	3	60405380	0.0427202	0.386528	1075	9.71147e-06
GdCuGpPW	3	38161790	0.0763742	0.773948	1899	1.4253e-05
GuCrCuG	3	438693025	0.00273176	0.00857806	384	1.54958e-06
GuCrCiPC	3	7226025	0.00346484	0.0106354	366	2.00637e-05
GuCrCcSE	3	120098630	0.0187975	0.101622	857	5.10461e-06
GuCpDaG	3	438693025	0.00149366	0.00272109	32	8.04561e-07
GuCpDdG	3	438693025	0.000863535	0.00146672	14	7.20596e-07
GuCpDuG	3	438693025	0.000858468	0.00146508	14	7.06556e-07
GuCpDpS	3	9173910	0.00939665	0.0201639	27	9.72431e-06
GuCtDaG	3	438693025	0.00698821	0.0193587	120	2.64439e-06
GuCtDdG	3	438693025	0.0049688	0.00977936	39	2.42462e-06
GuCtDuG	3	438693025	0.00515278	0.0102575	50	2.41111e-06
GuCtDpS	3	9173910	0.0326432	0.122565	112	2.68834e-05
GuCbGcG	3	438693025	0.00167813	0.00288615	75	6.54477e-07
GuCbGiG	3	438693025	0.00771328	0.0198548	607	1.17362e-06
GuCbG<rG	3	438693025	0.00655748	0.0140936	67	4.65312e-07
GuCbGr>G	3	438693025	0.0067965	0.0219996	377	7.58045e-07
GuCbGpMF	3	60405380	0.0112427	0.0587403	482	5.12244e-06
GuCbGpPW	3	38161790	0.0237346	0.105683	772	8.232e-06
GuCdGcG	3	438693025	0.0135678	0.0426898	265	2.33804e-06
GuCdGiG	3	438693025	0.0382376	0.260107	9221	3.42653e-06
GuCdG<rG	3	438693025	0.031496	1.20311	2530	4.71008e-06
GuCdGr>G	3	438693025	0.0320013	0.394568	3915	2.97904e-06
GuCdGpMF	3	60405380	0.0442416	0.363096	1152	9.79706e-06
GuCdGpPW	3	38161790	0.0797309	0.802893	2243	1.469e-05
GuCuGcG	3	438693025	0.0141175	0.0452685	265	2.51927e-06
GuCuGiG	3	438693025	0.0354681	0.199081	7285	3.57706e-06
GuCuG<rG	3	438693025	0.030837	0.781428	1877	4.3475e-06
GuCuGr>G	3	438693025	0.0308267	0.375162	3722	3.04863e-06
GuCuGpMF	3	60405380	0.0463942	0.368525	961	1.06175e-05
GuCuGpPW	3	38161790	0.0837402	0.734546	1548	1.54397e-05
GaDpCiPC	3	7226025	0.00428493	0.00763034	45	2.81233e-05
GaDpCcSE	3	120098630	0.0293601	0.108996	207	8.14577e-06
GaDtCiPC	3	7226025	0.00978602	0.0242516	79	5.19871e-05
GaDtCcSE	3	120098630	0.0476195	0.264198	487	1.2925e-05
GaDrDaG	3	438693025	0.00977034	0.0179465	195	5.90413e-06
GaDrDdG	3	438693025	0.00706234	0.00952186	34	4.07991e-06
GaDrDuG	3	438693025	0.007354	0.0100315	31	4.04377e-06
GaDrDpS	3	9173910	0.0769475	0.250323	259	9.23953e-05
GaDaGcG	3	438693025	0.0196508	0.0372583	157	4.58834e-06
GaDaGiG	3	438693025	0.0635336	0.275908	4040	7.15159e-06
GaDaG<rG	3	438693025	0.0387247	0.257731	422	2.82674e-06
GaDaGr>G	3	438693025	0.038406	0.266422	1705	3.32373e-06
GaDaGpMF	3	60405380	0.0840102	0.524014	959	2.4021e-05
GaDaGpPW	3	38161790	0.146868	1.2278	2068	3.5885e-05
GaDdGcG	3	438693025	0.00985485	0.0154614	102	3.03203e-06
GaDdGiG	3	438693025	0.0248251	0.057195	2260	3.46126e-06
GaDdG<rG	3	438693025	0.0196424	0.061331	131	1.58843e-06
GaDdGr>G	3	438693025	0.0157318	0.0547033	526	1.54653e-06
GaDdGpMF	3	60405380	0.0363244	0.121608	273	1.1256e-05
GaDdGpPW	3	38161790	0.0628597	0.181761	480	1.41529e-05
GaDuGcG	3	438693025	0.0098212	0.0148114	87	2.96362e-06
GaDuGiG	3	438693025	0.0302402	0.0698616	2422	3.65718e-06
GaDuG<rG	3	438693025	0.0229519	0.0951016	247	1.99458e-06
GaDuGr>G	3	438693025	0.0178093	0.0663592	621	1.70739e-06
GaDuGpMF	3	60405380	0.0373532	0.123407	300	1.12217e-05
GaDuGpPW	3	38161790	0.0712586	0.241726	506	1.59186e-05
GdDpCiPC	3	7226025	0.00303791	0.00455243	18	2.59757e-05
GdDpCcSE	3	120098630	0.0237103	0.0695499	64	7.43006e-06
GdDtCiPC	3	7226025	0.00499542	0.00995859	23	3.92655e-05
GdDtCcSE	3	120098630	0.0343293	0.11132	107	1.05974e-05
GdDrDdG	3	438693025	0.00672966	0.00733072	8	3.60156e-06
GdDrDuG	3	438693025	0.00684745	0.00747252	9	3.50687e-06
GdDrDpS	3	9173910	0.0674298	0.138966	43	6.45158e-05
GdDaGcG	3	438693025	0.0105454	0.0145504	35	3.12996e-06
GdDaGiG	3	438693025	0.0421718	0.110037	838	4.88542e-06
GdDaG<rG	3	438693025	0.0276059	0.097529	86	1.86089e-06
GdDaGr>G	3	438693025	0.0252161	0.100491	360	2.19839e-06
GdDaGpMF	3	60405380	0.0522279	0.190106	193	1.59906e-05
