1;2.5;G;CbGaD;Compound::DB00635;Gene::213;Disease::DOID:2841
1;2.5;G;CbGaD;Compound::DB00635;Gene::2908;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::2312;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::7421;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::6774;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::10498;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3383;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3593;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3605;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:8893;Gene::3565;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:13189;Gene::5443;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:13189;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:13189;Gene::3557;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6361;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3558;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::925;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6356;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6352;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::50943;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::1232;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6037;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6367;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::920;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::2206;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3576;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::627;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3567;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3553;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::2833;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::85480;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6863;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::973;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3458;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::594857;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::2205;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::2208;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6778;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3606;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::7124;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::2312;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::90865;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::1234;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::7097;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3605;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::6369;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3627;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::3565;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::11127;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::282617;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3310;Gene::1215;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::3119;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::1906;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::1636;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::4846;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::1493;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::6347;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::3553;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::6775;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::959;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::3596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:418;Gene::4318;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3708;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::632;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::142;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3558;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::1636;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::2908;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::4846;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5328;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5743;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::384;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::2944;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::1956;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::4282;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::1728;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::154;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3576;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::7422;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::1786;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3557;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::2952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::2950;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3606;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::7432;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::7421;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::6774;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5172;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::2100;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5054;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::3383;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::4318;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::10333;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5728;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::5144;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:10283;Gene::7099;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3119;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::7412;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3558;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::925;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::30009;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::6352;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::50943;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::5443;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3123;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::920;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3135;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::1493;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::627;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::6347;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3553;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::2833;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::6775;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::942;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::959;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::23274;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3458;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3117;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::7124;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3566;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::7421;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::6774;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::958;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::213;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3383;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3593;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3559;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::1234;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::4318;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3605;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3115;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3627;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::3565;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2377;Gene::7099;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::1906;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::925;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::1636;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::4846;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::5328;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::2944;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::1956;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::501;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::1401;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::4843;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::154;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3576;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7422;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::2952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3553;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::6775;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::6439;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::2950;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7124;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::80332;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7356;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3162;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::5265;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::5054;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::6441;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::213;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7097;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::4318;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::5141;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::3605;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::7099;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:3083;Gene::4586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::6361;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::240;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::142;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3558;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::1437;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::925;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2908;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::50943;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2944;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2625;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::920;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::1401;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::1728;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::7422;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::6347;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2952;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::495;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3553;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::973;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::942;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::959;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2950;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3458;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3117;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::5142;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::7124;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::6774;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::5172;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::958;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3596;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::213;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3570;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::2335;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3383;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3559;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::4602;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3562;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::3565;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::5728;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::5155;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::1017;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:2531;Gene::1215;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3119;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3558;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::925;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::1636;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::2908;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::50943;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::4846;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::7040;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::5743;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::7096;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3123;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::920;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::1401;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3600;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3569;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3586;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::1493;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::7422;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::6347;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::3557;Disease::DOID:2841
1;2.5;DG;CtDaGaD;Compound::DB00635;Disease::DOID:9074;Gene::6775;Disease::DOID:2841
