Fat SQ_fdr	Fat Visceral_fdr	Aorta_fdr	Artery Coronary_fdr	Artery Tibial_fdr	Colon_fdr	Esophagus_fdr	Heart Atrial_fdr	Liver_fdr	Lung_fdr	Nerve Tibial_fdr	Pituitary_fdr	Thyroid_fdr	Fat SQ_amp	Fat Visceral_amp	Aorta_amp	Artery Coronary_amp	Artery Tibial_amp	Colon_amp	Esophagus_amp	Heart Atrial_amp	Liver_amp	Lung_amp	Nerve Tibial_amp	Pituitary_amp	Thyroid_amp	Fat SQ_exp	Fat Visceral_exp	Aorta_exp	Artery Coronary_exp	Artery Tibial_exp	Colon_exp	Esophagus_exp	Heart Atrial_exp	Liver_exp	Lung_exp	Nerve Tibial_exp	Pituitary_exp	Thyroid_exp
0.9582	0.0116	0.4165	0.4546	0.1877	0.3901	0.1601	0.0564	0.2314	0.1446	0.8672	0.8159	0.0116	0.0384	0.1745	0.0570	0.1210	0.0991	0.0944	0.0848	0.2263	0.1577	0.1478	0.0538	0.1101	0.2013	148.2000	114.6000	152.4000	141.7000	170.1000	77.9925	93.9933	45.5700	20.2200	119.1000	146.7000	72.3000	88.0200
0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0790	0.0000	0.0000	0.0000	0.0000	0.6609	0.8956	0.7788	0.8396	0.7069	0.4918	0.7943	0.7762	0.4887	0.7105	0.5851	0.5534	0.7887	17.3200	8.5400	13.0500	12.9900	23.2000	20.6830	21.8117	7.0300	8.5680	12.0400	30.6500	30.1700	18.2100
0.9111	0.5931	0.8949	0.8964	0.5141	0.8413	0.5447	0.3296	0.9718	0.4298	0.4488	0.6637	0.5742	0.0469	0.0590	0.0259	0.0236	0.0787	0.0343	0.1568	0.1269	0.0687	0.1348	0.0883	0.0734	0.0233	186.7000	184.9000	274.7000	255.0000	240.1000	170.4000	172.2000	142.8000	113.3000	165.0000	260.6000	250.8000	236.9000
0.5656	0.8685	0.0330	0.0001	0.4173	0.9193	0.0008	0.0006	0.2120	0.7763	0.2507	0.5208	0.0072	0.2555	0.2825	0.4855	0.4435	0.1531	0.3766	0.5506	0.8076	0.3166	0.2670	0.3777	0.4811	0.7336	167.3000	134.6000	202.3000	141.6000	271.4000	55.3750	190.0333	22.0600	228.1000	102.6000	82.6550	124.7000	109.0500
0.9985	0.9576	0.9665	0.9536	0.2581	0.9983	0.9343	0.8827	0.6516	0.0034	0.0066	0.6730	0.4384	0.0519	0.0883	0.0615	0.0719	0.1738	0.0691	0.0948	0.0963	0.1764	0.2229	0.1527	0.0724	0.1028	75.6600	49.0200	77.6600	69.2200	90.6300	63.7825	66.6100	37.5500	11.7700	54.1700	60.0550	47.2400	78.9700
0.8528	0.1617	0.4387	0.5960	0.2414	0.6647	0.4400	0.1836	0.5997	0.0445	0.0705	0.8543	0.7066	0.1612	0.4133	0.2121	0.2353	0.2833	0.2425	0.2318	0.4387	0.2132	0.4358	0.2864	0.0969	0.1875	612.9500	530.2000	1094.0000	761.0000	826.8000	453.5000	866.1667	226.9000	295.3000	706.2000	697.3000	342.2000	468.3500
0.9853	0.5703	0.8618	0.4945	0.7063	0.5028	0.7094	0.9260	0.5217	0.1577	0.8685	0.6240	0.8076	0.0608	0.0441	0.0595	0.1019	0.1491	0.1232	0.1673	0.1044	0.0589	0.1874	0.1346	0.0678	0.1600	51.9700	49.2500	45.9500	40.7600	35.3000	25.9850	29.1183	19.0200	72.2900	47.1300	50.4800	25.4900	37.3600
0.4435	0.0016	0.9513	0.4318	0.8790	0.0865	0.0185	0.0384	0.0348	0.9995	0.3191	0.6564	0.9184	0.0896	0.7537	0.1321	0.2917	0.1134	0.2875	0.2530	0.5747	0.3830	0.2114	0.3434	0.3933	0.0998	61.6700	46.0800	85.3600	52.5200	74.1600	30.0875	45.9900	13.0800	20.2900	36.3400	30.3550	13.8700	37.6800
0.6128	0.1142	0.1856	0.2839	0.2047	0.7752	0.1829	0.8327	0.2641	0.6594	0.0219	0.2608	0.0986	0.0699	0.2765	0.2600	0.2377	0.3028	0.1578	0.2359	0.1826	0.0868	0.1924	0.1835	0.2705	0.2464	7.0165	8.3050	3.4670	4.1770	3.5340	4.6405	4.9593	4.1540	7.4860	4.9220	6.6660	9.2700	8.3005
0.9080	0.7368	0.9712	0.6321	0.6997	0.3797	0.6459	0.5150	0.3536	0.8398	0.6827	0.6166	0.9223	0.0382	0.0883	0.1098	0.1773	0.1209	0.1112	0.1494	0.1676	0.2191	0.1874	0.0269	0.1207	0.0746	5.0905	5.5030	4.0610	4.1800	3.1340	5.3522	5.5463	5.7160	1.3420	5.0860	10.7600	17.5400	7.4575
0.7698	0.7243	0.1497	0.7286	0.7312	0.6464	0.4001	0.2172	0.9721	0.9989	0.3350	0.2539	0.5030	0.1549	0.2058	0.1879	0.2623	0.1416	0.1793	0.1489	0.0435	0.1961	0.1047	0.1515	0.0520	0.2734	8.7535	11.2700	9.6570	9.3390	8.8220	7.4707	8.1575	2.6330	2.1820	23.1200	9.7400	4.9260	10.6100
0.2807	0.0344	0.3129	0.2304	0.1922	0.4183	0.4886	0.2654	0.9879	0.6155	0.5604	0.0848	0.1476	0.1863	0.2789	0.1283	0.1378	0.0437	0.1019	0.1267	0.2025	0.1622	0.1140	0.0892	0.1336	0.1603	49.9550	51.8200	115.4000	82.5300	84.7200	80.4525	74.9283	37.6000	5.7180	64.8800	110.4000	128.8000	87.0350
0.4521	0.4772	0.1840	0.7916	0.4433	0.4379	0.2185	0.0027	0.8256	0.3162	0.3728	0.0729	0.3471	0.1617	0.2610	0.1143	0.0933	0.1077	0.0983	0.0662	0.3759	0.1369	0.2652	0.1083	0.2439	0.0443	25.0000	20.8900	15.0100	14.0100	14.5200	12.9375	42.3550	18.0600	6.6870	31.9100	20.4300	25.0100	34.1850
0.8498	0.1446	0.7690	0.9685	0.3788	0.4102	0.3708	0.1377	0.8843	0.8999	0.8392	0.4978	0.9042	0.0985	0.2147	0.0661	0.0581	0.0946	0.1455	0.0840	0.1942	0.0913	0.0523	0.0632	0.1292	0.1016	13.8100	13.1900	16.6900	16.3100	18.6500	14.7575	13.2517	9.2630	6.0710	11.8400	16.9400	14.0500	13.8200
0.4176	0.3512	0.0216	0.6200	0.9309	0.2065	0.4201	0.2437	0.9547	0.4655	0.9752	0.6429	0.8208	0.1010	0.1717	0.2134	0.0933	0.0393	0.1820	0.0635	0.2546	0.0851	0.1508	0.0638	0.0190	0.0503	4.3700	4.2490	4.2870	4.3300	3.6150	5.9735	5.2422	5.0780	3.1900	4.1510	4.9370	4.5140	7.4900
0.9773	0.7957	0.3870	0.7912	0.9014	0.8465	0.6937	0.6981	0.8479	0.9283	0.8920	0.3507	0.5333	0.1442	0.1606	0.0434	0.5392	0.2118	0.3683	0.1384	0.1991	0.1103	0.1397	0.2146	0.0799	0.1929	235.5000	285.1000	23.4600	38.0100	16.9700	8.8163	23.2067	23.4100	2.3380	9.3500	33.4500	16.9300	44.2200
0.7464	0.3864	0.7533	0.0240	0.2308	0.9818	0.5570	0.1497	0.8882	0.8235	0.9881	0.3595	0.6522	0.0808	0.1359	0.0756	0.1750	0.2147	0.0763	0.1214	0.2398	0.0747	0.0932	0.0530	0.1138	0.1373	20.9450	17.6200	30.1900	21.3400	30.9900	27.2375	31.4750	15.0300	7.7690	19.8100	23.0500	24.8100	28.5100
0.7001	0.8349	0.6306	0.0300	0.7672	0.6456	0.9323	0.4762	0.9823	0.2040	0.8323	0.2540	0.7763	0.0353	0.0708	0.0945	0.1241	0.1243	0.0865	0.0563	0.1474	0.1252	0.1160	0.0710	0.1384	0.0538	12.6850	9.5870	14.1800	11.3600	14.9700	14.0100	15.8467	9.4630	5.3350	13.5200	22.1100	14.8800	13.2050
0.6465	0.5458	0.0760	0.3937	0.2744	0.4692	0.5773	0.9045	0.8846	0.1100	0.1991	0.6895	0.8409	0.2860	0.3757	0.3700	0.5915	0.2390	0.1595	0.1532	0.0410	0.1706	0.3505	0.1681	0.0345	0.1378	150.0000	119.5000	35.0600	53.5500	24.1300	35.4675	229.8650	22.9400	36.9300	138.8000	62.8550	65.1600	102.4000
0.5157	0.0002	0.1281	0.9105	0.4107	0.2624	0.7741	0.1153	0.9430	0.9913	0.8685	0.0357	0.3316	0.0954	0.3351	0.2042	0.1519	0.1196	0.1790	0.0454	0.2587	0.0541	0.0737	0.0891	0.1885	0.1892	7.7650	7.1480	8.0590	10.3100	7.3960	10.7385	10.4705	3.9640	5.4140	10.9500	13.6900	34.5300	22.3350
0.9589	0.7058	0.6876	0.9965	0.9834	0.3483	0.4992	0.9832	0.8012	0.5339	0.8049	0.9044	0.4706	0.0729	0.1012	0.1015	0.0688	0.0518	0.1202	0.1505	0.0795	0.0370	0.0770	0.0870	0.0996	0.1392	12.7300	13.7200	14.6500	14.4800	15.1300	14.6325	16.4283	7.7470	6.2620	13.7100	16.3100	13.1500	14.7150
0.8899	0.3937	0.0241	0.5092	0.9936	0.9972	0.1165	0.6268	0.5453	0.4919	0.5590	0.3638	0.1893	0.0355	0.1239	0.1237	0.0964	0.0392	0.0527	0.1374	0.1195	0.1204	0.1041	0.0461	0.0768	0.1081	25.4300	22.0700	24.4200	22.4500	27.4400	21.9150	24.6333	13.9300	19.8800	25.5400	26.0750	24.0000	27.1700
0.3523	0.5887	0.2104	0.9195	0.1833	0.5712	0.0053	0.7203	0.5165	0.1638	0.2738	0.7771	0.5795	0.2721	0.0232	0.1662	0.1137	0.2653	0.2076	0.1404	0.1162	0.1433	0.2448	0.1818	0.1831	0.0341	3.1175	2.6760	8.5180	5.4200	10.2400	20.6150	13.9600	7.7390	1.3700	18.6800	2.4255	3.5230	6.7790
0.9319	0.2753	0.2536	0.0063	0.5224	0.8986	0.4243	0.4808	0.9423	0.9916	0.5621	0.9709	0.5261	0.0368	0.1078	0.1289	0.2474	0.0839	0.0607	0.1235	0.1460	0.0781	0.0438	0.1017	0.0419	0.1171	84.3350	76.2100	108.5000	102.4000	107.7000	87.7775	89.2733	42.3900	41.4200	104.0000	139.9500	103.9000	126.9000
0.6369	0.5054	0.5389	0.9854	0.0482	0.9665	0.5819	0.0876	0.4560	0.1149	0.0015	0.2544	0.1069	0.2374	0.0795	0.1844	0.2624	0.3669	0.2871	0.0892	0.4135	0.1571	0.4395	0.3883	0.2209	0.5603	4.0790	2.2240	3.6390	3.8710	4.5120	4.4935	3.7212	1.0850	120.9000	3.8200	9.0915	5.1340	4.7030
0.6356	0.6143	0.1377	0.1985	0.1977	0.9454	0.6223	0.5864	0.8245	0.0377	0.0113	0.8837	0.5773	0.1808	0.2612	0.2974	0.3014	0.2415	0.0286	0.2107	0.1319	0.2142	0.5523	0.2948	0.1398	0.2149	75.8650	79.7100	93.7500	102.7000	82.5800	56.8425	64.0000	48.8900	32.5200	63.3200	156.2500	71.7500	52.1500
0.4900	0.0106	0.3537	0.1691	0.2028	0.3896	0.1901	0.0666	0.1435	0.4864	0.2633	0.8736	0.2616	0.0932	0.1932	0.0868	0.1961	0.0982	0.1284	0.1309	0.2370	0.1908	0.0936	0.1253	0.0153	0.1365	60.5450	44.1300	56.0800	52.6400	60.5700	45.1650	44.6117	18.3900	13.8300	57.0700	130.3500	63.6100	58.6000
0.5074	0.7499	0.2118	0.7671	0.2410	0.3196	0.7989	0.8231	0.8481	0.6418	0.3198	0.8222	0.8541	0.1148	0.0665	0.1594	0.1485	0.1217	0.1487	0.1311	0.1036	0.0355	0.0091	0.1133	0.0667	0.0542	14.0700	12.4000	15.6200	14.4500	17.3100	15.9350	16.7067	8.1120	7.5820	15.3900	19.1800	17.4300	19.0200
0.9355	0.8338	0.4833	0.8139	0.7392	0.8166	0.8296	0.6939	0.1410	0.8157	0.9619	0.8480	0.7436	0.0606	0.0990	0.1141	0.1280	0.1068	0.1140	0.1726	0.0581	0.1488	0.1263	0.0197	0.1282	0.1253	9.9495	7.4340	9.1490	8.6950	11.0200	7.8543	8.3153	4.1370	4.9850	8.0010	12.8350	8.1280	9.1380
0.1316	0.0012	0.1768	0.0344	0.9651	0.3465	0.2768	0.1716	0.9086	0.2916	0.0308	0.6273	0.1955	0.2625	0.4452	0.2101	0.3678	0.0663	0.2565	0.3077	0.2192	0.1616	0.2122	0.2371	0.0956	0.2648	14.1100	15.7800	31.6300	22.0400	15.1800	19.3375	24.6400	16.2700	14.8500	25.0800	55.2350	97.7500	62.5600
0.7250	0.1175	0.9868	0.8246	0.7764	0.9034	0.8650	0.4324	0.8304	0.6796	0.3541	0.2180	0.1956	0.0947	0.1969	0.0487	0.0468	0.1761	0.0716	0.0987	0.1420	0.1398	0.1346	0.0308	0.0218	0.2305	11.9750	9.8460	13.5900	11.2100	7.7850	11.7082	15.9383	6.2370	11.6700	20.7600	14.7500	11.6100	14.7400
0.9446	0.1639	0.4410	0.1686	0.1271	0.6914	0.1049	0.1477	0.9296	0.1096	0.2022	0.6504	0.2430	0.0496	0.1994	0.1610	0.2357	0.3242	0.1618	0.2354	0.2438	0.0635	0.2467	0.1557	0.1406	0.2412	20.4650	16.9700	16.9400	16.5200	15.8400	14.2725	14.7940	8.7120	14.8600	26.0800	29.5750	18.9200	14.3400
0.8103	0.7760	0.5116	0.2249	0.1171	0.9599	0.3356	0.8055	0.2861	0.9588	0.0073	0.1925	0.4371	0.0400	0.0307	0.2815	0.2346	0.3743	0.0721	0.1054	0.1888	0.2787	0.1462	0.2226	0.0910	0.0941	35.4000	30.2700	31.1600	32.8500	22.3600	19.4050	27.9067	12.8300	8.0180	60.0400	46.5650	27.2500	41.7400
0.5761	0.0288	0.9211	0.9237	0.2189	0.6710	0.6852	0.8250	0.9616	0.7685	0.9206	0.8319	0.9825	0.0955	0.2715	0.0508	0.1061	0.2169	0.2402	0.1755	0.1750	0.1601	0.1068	0.1063	0.1109	0.0651	12.0200	11.9000	11.6900	12.7400	12.7500	10.6720	10.6707	14.6900	4.9260	21.6900	23.4050	20.1600	20.3200
0.8569	0.0521	0.1575	0.0519	0.4498	0.4215	0.0762	0.0362	0.5241	0.3346	0.2049	0.9296	0.2576	0.0938	0.1899	0.1537	0.2530	0.1080	0.1560	0.2532	0.2348	0.2080	0.1245	0.1102	0.0591	0.1403	23.3650	16.0900	18.3000	17.9100	22.4300	18.3200	16.6200	10.8100	8.5370	26.7200	37.5900	34.6600	29.7300
0.3882	0.5721	0.7911	0.5842	0.8704	0.9989	0.0836	0.4842	0.6741	0.2181	0.6534	0.9881	0.9277	0.4417	0.1895	1.9465	1.8096	0.7216	0.2107	0.4514	0.2949	0.2607	0.2206	0.3010	0.1057	0.1987	3.5600	3.8780	3.0940	3.7320	3.2050	3.2612	3.2497	28440.0000	1.5650	4.8470	4.4140	5.9370	3.8735
0.4911	0.6254	0.0412	0.7080	0.8618	0.5979	0.4806	0.5054	0.7200	0.9940	0.8658	0.0463	0.5714	0.0915	0.1139	0.1272	0.1272	0.0125	0.0883	0.0771	0.1176	0.1215	0.0600	0.0287	0.1220	0.0993	42.0950	36.3000	73.6400	59.1600	67.0600	56.4550	49.2667	24.2100	34.3300	43.5600	42.8700	53.6400	50.5450
0.6712	0.9489	0.8285	0.9906	0.1213	0.8177	0.0401	0.9100	0.9355	0.7405	0.1332	0.9787	0.7247	0.0392	0.0427	0.1290	0.1052	0.2282	0.1390	0.2068	0.1600	0.1268	0.2292	0.1317	0.0522	0.1106	66.6100	71.8400	111.7000	88.9600	58.0100	58.2400	57.5817	45.2000	48.8800	76.2900	85.2300	50.1400	65.6000
0.6668	0.7884	0.3852	0.3220	0.8844	0.7576	0.5787	0.1327	0.9394	0.9571	0.8290	0.4996	0.7368	0.0128	0.0599	0.1065	0.0830	0.0687	0.0599	0.0942	0.1099	0.0943	0.0438	0.0124	0.0671	0.0852	60.9000	53.4000	52.3200	57.0800	73.6700	84.6750	114.4733	141.0000	40.0000	64.3700	62.6200	56.1900	92.9200
0.3111	0.9033	0.8444	0.8465	0.8019	0.9837	0.7052	0.9467	0.5516	0.9683	0.0506	0.8714	0.8624	0.0236	0.0401	0.0345	0.1261	0.0802	0.0990	0.1636	0.1037	0.1041	0.0792	0.1117	0.0678	0.1047	24.5350	23.8100	24.4600	25.2500	25.4300	21.2700	20.0150	10.1000	11.2400	36.1500	56.4650	18.2300	34.9900
0.5983	0.5676	0.9240	0.5901	0.7824	0.1302	0.0825	0.0437	0.2081	0.7697	0.2017	0.5331	0.3003	0.1519	0.1761	0.1837	0.2787	0.3564	0.3467	0.3646	0.4663	0.2896	0.1586	0.1910	0.4836	0.2061	107.4500	89.1300	27.4800	42.1300	20.0400	23.6075	19.3650	16.4300	21.4000	99.0300	67.8800	15.7300	23.2350
0.8392	0.7024	0.9440	0.9660	0.7977	0.6609	0.8452	0.9860	0.9214	0.5557	0.4745	0.7636	0.8062	0.0911	0.0495	0.0192	0.0848	0.1074	0.1026	0.0800	0.0857	0.0728	0.1519	0.0776	0.0895	0.1085	15.5350	13.7800	17.0900	16.7700	25.7200	13.1225	17.3567	7.8130	4.1600	15.6100	22.0900	10.7600	25.0850
0.7152	0.6362	0.3182	0.5903	0.6860	0.6667	0.5621	0.6773	0.4590	0.3049	0.0925	0.9881	0.5823	0.2006	0.1772	0.2581	0.1503	0.0487	0.2144	0.2013	0.1238	0.1495	0.1857	0.2167	0.1161	0.1792	135.9000	144.1000	92.4900	60.4600	67.1500	49.9650	92.3000	36.6400	123.3000	68.1000	202.4500	48.7300	156.2500
0.8331	0.7836	0.4788	0.2031	0.2309	0.9227	0.1154	0.6431	0.9411	0.1717	0.7274	0.5177	0.5562	0.0787	0.0472	0.1091	0.1545	0.1270	0.0336	0.1293	0.1072	0.1070	0.1344	0.0607	0.0374	0.1283	18.2250	15.3500	21.3700	18.2800	21.1800	17.7250	19.4883	8.1090	3.6330	18.5900	25.7300	14.7000	25.4900
0.8784	0.4827	0.9647	0.0555	0.0299	0.2898	0.9595	0.2620	0.2184	0.9862	0.8005	0.8150	0.6697	0.1118	0.2322	0.0792	0.3251	0.3365	0.2754	0.0655	0.3140	0.3593	0.0996	0.1113	0.0570	0.0238	9.3490	9.8260	7.7990	6.0000	6.9200	3.9743	11.4723	2.8040	1.7450	15.3400	14.6500	4.7720	11.5650
0.6866	0.8903	0.9470	0.1015	0.9068	0.2853	0.5023	0.7230	0.6964	0.3028	0.0162	0.7515	0.8829	0.1996	0.1829	0.1861	0.3316	0.2219	0.1539	0.0566	0.1550	0.2744	0.1792	0.2633	0.0660	0.1369	5.7020	6.8940	7.1240	23.0800	18.6500	27.1700	15.8450	3.4780	2.0920	24.5700	12.8750	11.4200	9.1130
0.9900	0.0779	0.4372	0.5466	0.7169	0.4169	0.5745	0.3098	0.0030	0.4931	0.9094	0.9373	0.7244	0.0697	0.2498	0.2025	0.3133	0.1201	0.1656	0.2105	0.1889	0.2219	0.1329	0.0642	0.1164	0.0601	60.4050	56.8100	41.8500	42.1100	43.1900	95.0800	61.6633	14.8600	21.0900	117.6000	41.4800	51.9700	77.0050
0.9985	0.3310	0.4149	0.0061	0.3742	0.2408	0.0056	0.1526	0.7897	0.0267	0.8833	0.2026	0.2382	0.0556	0.0909	0.1536	0.3675	0.0781	0.1982	0.3448	0.2157	0.1968	0.1842	0.0922	0.1650	0.2361	6.0070	8.3720	9.0740	9.0390	10.6300	8.2323	8.5995	5.4720	4.3350	9.9530	15.2800	27.3900	25.2350
0.9447	0.1625	0.4034	0.5871	0.4682	0.5349	0.5019	0.3673	0.6601	0.8745	0.7083	0.5985	0.4702	0.0492	0.1778	0.1229	0.0995	0.0951	0.0452	0.1246	0.1432	0.1269	0.0616	0.0344	0.0457	0.0867	5.6530	5.5540	4.7450	5.4550	4.5900	6.0575	5.6298	3.0590	5.4450	6.5560	7.6405	7.9940	10.2350
0.8584	0.3156	0.9964	0.2514	0.3165	0.0371	0.9383	0.9024	0.4904	0.9217	0.6563	0.8547	0.0731	0.1538	0.0269	0.0798	0.1870	0.1568	0.0912	0.0420	0.1427	0.1458	0.1065	0.0209	0.0637	0.1975	21.5600	14.0100	9.3300	10.7400	10.7800	9.9805	14.9187	5.9510	13.7400	17.2800	18.0950	8.6670	12.6750
0.8656	0.2865	0.8518	0.8174	0.5710	0.1476	0.0815	0.6703	0.1122	0.9987	0.8925	0.8169	0.1807	0.0456	0.1543	0.0287	0.1007	0.0921	0.1373	0.1589	0.1206	0.1538	0.0474	0.0641	0.0827	0.0963	83.5300	65.4400	94.5200	85.2100	78.2900	53.6250	62.2983	48.8900	15.8500	108.0000	97.7800	56.8300	71.4350
0.6841	0.0152	0.6306	0.1663	0.6672	0.9837	0.4394	0.4296	0.7303	0.5945	0.8575	0.9504	0.7618	0.1808	0.3613	0.1647	0.3147	0.2028	0.1375	0.1747	0.4446	0.1526	0.1092	0.0962	0.1483	0.2484	4.0985	3.6100	9.7140	7.2140	5.6610	6.1692	2.7183	2.4790	3.1180	4.8890	7.0000	7.6400	7.4015
0.0250	0.8981	0.8390	0.4955	0.5986	0.8535	0.0177	0.4383	0.2266	0.7043	0.9713	0.3918	0.8072	0.3523	0.2455	0.0995	0.2082	0.0882	0.0526	0.3077	0.1663	0.2906	0.1639	0.1117	0.1897	0.1835	32.8000	29.1800	563.0000	344.4000	307.1000	53.2525	34.8817	29.8100	3.1640	50.1900	28.2000	13.4200	25.7550
0.8074	0.5661	0.7294	0.3264	0.6505	0.8370	0.9043	0.9254	0.8968	0.5967	0.9572	0.8415	0.9411	0.0827	0.1511	0.0314	0.1008	0.0851	0.1043	0.2982	0.1885	0.1096	0.1844	0.0695	0.0804	0.1123	15.7450	19.9900	17.3600	17.7000	19.3100	21.3250	19.9817	38.9400	6.4280	15.7100	13.9050	16.9700	15.5050
0.1968	0.0483	0.0450	0.0014	0.4659	0.4580	0.7632	0.0145	0.4840	0.1427	0.0959	0.0855	0.0864	0.1378	0.2623	0.2218	0.3310	0.0813	0.1616	0.1159	0.3078	0.0870	0.2223	0.1683	0.2976	0.2233	4.4360	3.1710	7.2100	6.2320	7.0420	5.6562	5.9327	3.1220	2.0120	5.5610	9.5145	12.7500	7.3840
0.7097	0.9633	0.6042	0.6880	0.1481	0.3780	0.3379	0.5214	0.3792	0.1711	0.6019	0.8735	0.4673	0.0282	0.0797	0.0913	0.0419	0.2147	0.1468	0.1562	0.2028	0.1770	0.1476	0.0052	0.0671	0.0491	30.2500	22.3000	42.3400	34.4000	50.8200	20.5000	25.0750	10.8400	8.5180	32.5000	42.3000	23.0500	37.9200
0.5223	0.4944	0.4899	0.3584	0.9453	0.4264	0.0802	0.2841	0.5729	0.7882	0.9003	0.9538	0.6609	0.0711	0.1159	0.0799	0.2173	0.0686	0.1347	0.2312	0.2093	0.1078	0.0428	0.0253	0.0535	0.0875	22.3950	18.4600	26.4500	22.9200	23.0900	20.5275	20.6933	10.3400	7.8180	31.1100	28.0600	23.6700	35.2800
0.6062	0.4826	0.7071	0.6873	0.9753	0.7318	0.9403	0.9362	0.8525	0.4932	0.9317	0.9688	0.7777	0.4255	0.5176	0.1680	0.0317	0.1433	0.1087	0.1864	0.1077	0.1425	0.2369	0.2594	0.1941	0.2253	146.3000	114.5000	826.7000	362.7000	430.6000	86.8775	155.3197	973.8000	1.1170	22.3400	22.8600	7.1450	27.0700
0.7732	0.9648	0.8499	0.5239	0.6336	0.0582	0.3434	0.3560	0.0000	0.7709	0.2553	0.2451	0.1034	0.1547	0.1415	0.1128	0.1130	0.2122	0.2896	0.2432	0.2624	0.6010	0.1301	0.1459	0.3558	0.2330	25.1750	35.9700	19.1900	19.1000	12.0900	11.4425	76.4033	12.5300	8.5740	33.0800	41.2750	12.7000	35.5200
0.9445	0.3789	0.1932	0.1885	0.1518	0.9782	0.8954	0.3079	0.5422	0.9598	0.0077	0.8735	0.7695	0.1503	0.2219	0.4316	0.3347	0.5980	0.0430	0.1554	0.1449	0.0143	0.1174	0.2594	0.0907	0.0325	6.4360	5.7460	7.6250	7.3630	6.0160	4.6680	12.3847	2.7280	1.3040	8.5910	9.3190	3.6970	30.3050
0.9452	0.0069	0.7090	0.0283	0.3473	0.0825	0.5714	0.0690	0.8892	0.9525	0.8313	0.8487	0.1507	0.0065	0.3956	0.1258	0.3372	0.2382	0.3158	0.0117	0.3948	0.0861	0.1871	0.0658	0.1194	0.2280	2.2180	2.8390	6.1850	5.3100	4.6960	4.2545	5.8920	2.5300	1.9510	4.2500	7.1430	10.5500	10.4850
0.9624	0.0127	0.9492	0.4110	0.0747	0.9010	0.1354	0.2076	0.4780	0.1638	0.6893	0.9979	0.4273	0.0401	0.2125	0.1198	0.0959	0.3060	0.0702	0.1613	0.1885	0.1334	0.1362	0.0145	0.0595	0.0742	10.8000	9.0120	26.9500	16.5100	21.6800	8.6345	11.3033	5.8860	3.4920	10.8500	16.1650	11.6100	13.7200
0.4934	0.3632	0.9826	0.9837	0.0189	0.9981	0.0746	0.5194	0.8118	0.8420	0.6189	0.8375	0.5954	0.0889	0.0540	0.0290	0.0647	0.1613	0.0371	0.0541	0.0581	0.0510	0.0586	0.0093	0.0937	0.0791	53.7750	49.6100	93.3400	72.3800	87.3000	53.8300	64.1650	29.8400	21.0700	60.4500	59.8250	32.8200	62.3050
0.6871	0.0473	0.7010	0.9710	0.9876	0.5912	0.4422	0.4310	0.9835	0.9591	0.4311	0.7334	0.2876	0.0807	0.2210	0.0588	0.0719	0.0210	0.1677	0.1081	0.1254	0.1171	0.0538	0.0773	0.0546	0.0955	57.1350	52.6800	51.6100	49.9800	40.9000	30.2000	35.8283	13.7100	15.5800	77.8100	57.9300	31.2400	49.6300
0.5783	0.0005	0.1585	0.0002	0.0361	0.0443	0.1645	0.2125	0.9921	0.0011	0.1941	0.4331	0.2405	0.2179	0.5182	0.2909	0.4335	0.2551	0.2700	0.2869	0.3823	0.1788	0.3183	0.2111	0.1857	0.2547	3.6570	2.9890	7.5910	5.6120	6.3140	5.0375	4.5555	1.8090	0.7170	4.4990	11.1400	14.7500	10.1500
0.3122	0.1165	0.0314	0.5301	0.6123	0.2412	0.9939	0.1580	0.8514	0.6954	0.2328	0.3140	0.1742	0.2877	0.4244	0.2618	0.2337	0.1574	0.2016	0.1735	0.4121	0.1277	0.2067	0.2328	0.1665	0.2625	9.1285	7.8460	12.7400	13.7600	11.4500	13.7475	8.2578	3.3770	4.4230	7.6300	11.0750	11.0000	10.2050
0.3442	0.0291	0.2857	0.9477	0.9553	0.8721	0.3149	0.1497	0.9952	0.3036	0.9610	0.6824	0.7347	0.1892	0.3443	0.1254	0.2590	0.0222	0.1059	0.2751	0.2548	0.0641	0.1990	0.0782	0.1130	0.1521	27.2000	23.2200	27.5800	28.2000	24.6500	32.0150	24.5600	11.4600	60.4800	30.9600	46.0450	31.9500	44.4700
0.6246	0.0020	0.5193	0.0483	0.8563	0.2697	0.1958	0.1276	0.9507	0.0587	0.4445	0.1162	0.2452	0.1338	0.3338	0.1727	0.2930	0.0803	0.1535	0.2371	0.2614	0.1296	0.3442	0.1122	0.2036	0.2396	15.0900	12.7200	15.9300	15.7400	14.6700	14.4025	15.3017	5.6040	2.5960	15.7300	26.6250	21.1500	18.7200
0.9698	0.5136	0.2870	0.8279	0.7474	0.4436	0.3389	0.6943	0.7370	0.8859	0.9379	0.7441	0.1680	0.1314	0.2427	0.2305	0.0242	0.1734	0.3769	0.2237	0.2729	0.1693	0.1448	0.1219	0.1027	0.3978	8.0945	9.9320	9.0880	9.9490	5.6380	10.4253	7.0787	4.3520	6.9500	10.4000	10.8450	5.6070	10.6250
