cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
306720	102240	0.3	0.353	1.9562e-05	0.00011737	0.55839	0.00062598	0	Anatomy - downregulates - Gene	AdG	127
408960	102240	0.4	0.34397	9.7809e-06	8.8028e-05	0.56089	0.00044014	0	Anatomy - downregulates - Gene	AdG	127
511200	102240	0.5	0.34345	9.7809e-06	7.8247e-05	0.55857	0.00050861	0	Anatomy - downregulates - Gene	AdG	127
613440	102240	0.6	0.34114	3.9124e-05	8.8028e-05	0.56183	0.00069444	0	Anatomy - downregulates - Gene	AdG	127
715680	102240	0.7	0.34099	0	8.8028e-05	0.55963	0.00070423	0	Anatomy - downregulates - Gene	AdG	127
817920	102240	0.8	0.34148	9.7809e-06	0.00011737	0.55929	0.0006162	0	Anatomy - downregulates - Gene	AdG	127
920160	102240	0.9	0.34105	0	9.7809e-05	0.55999	0.00052817	0	Anatomy - downregulates - Gene	AdG	127
1022399	102239	1	0.34198	9.781e-06	0.00014672	0.55979	0.00052817	0	Anatomy - downregulates - Gene	AdG	127
526407	526408	0.1	0.86004	3.7993e-06	9.3084e-05	0.90552	0.0016356	0	Anatomy - expresses - Gene	AeG	127
1052814	526407	0.2	0.7827	0	9.6883e-05	0.90603	0.0015691	0	Anatomy - expresses - Gene	AeG	127
1579221	526407	0.3	0.73833	0	0.00011778	0.90477	0.0018047	0	Anatomy - expresses - Gene	AeG	127
2105628	526407	0.4	0.71149	1.8997e-06	0.00011208	0.90488	0.0017572	0	Anatomy - expresses - Gene	AeG	127
2632035	526407	0.5	0.69618	0	0.00011588	0.90596	0.0016565	0	Anatomy - expresses - Gene	AeG	127
3158442	526407	0.6	0.68611	0	9.3084e-05	0.90586	0.0016622	0	Anatomy - expresses - Gene	AeG	127
3684849	526407	0.7	0.68017	1.8997e-06	0.00010638	0.90534	0.0017002	0	Anatomy - expresses - Gene	AeG	127
4211256	526407	0.8	0.67615	1.8997e-06	0.00010448	0.90485	0.0017401	0	Anatomy - expresses - Gene	AeG	127
4737663	526407	0.9	0.67355	0	8.3586e-05	0.90542	0.0017344	0	Anatomy - expresses - Gene	AeG	127
5264069	526406	1	0.67187	5.699e-06	0.00010258	0.90549	0.0016869	0	Anatomy - expresses - Gene	AeG	127
97848	97849	0.1	0.41888	1.022e-05	0.00014308	0.43291	0.00054165	0	Anatomy - upregulates - Gene	AuG	127
195696	97848	0.2	0.29137	0	9.1979e-05	0.4308	0.00062342	0	Anatomy - upregulates - Gene	AuG	127
293544	97848	0.3	0.26565	2.044e-05	9.1979e-05	0.43366	0.00072562	0	Anatomy - upregulates - Gene	AuG	127
391392	97848	0.4	0.25903	2.044e-05	0.00017374	0.43438	0.00054166	0	Anatomy - upregulates - Gene	AuG	127
489240	97848	0.5	0.25779	0	0.00011242	0.43307	0.00062342	0	Anatomy - upregulates - Gene	AuG	127
587088	97848	0.6	0.258	1.022e-05	0.0001022	0.42945	0.00064386	0	Anatomy - upregulates - Gene	AuG	127
684936	97848	0.7	0.25691	0	7.154e-05	0.43261	0.00055188	0	Anatomy - upregulates - Gene	AuG	127
782784	97848	0.8	0.25685	0	8.1759e-05	0.43309	0.000511	0	Anatomy - upregulates - Gene	AuG	127
880632	97848	0.9	0.25695	0	0.00011242	0.43073	0.00050078	0	Anatomy - upregulates - Gene	AuG	127
978479	97847	1	0.25819	0	9.198e-05	0.43002	0.0006643	0	Anatomy - upregulates - Gene	AuG	127
12972	12973	0.10001	0.17993	0	0.0032375	0.049796	0.056039	0	Compound - resembles - Compound	CrC	127
25944	12972	0.20001	0.052883	0	0.002621	0.052189	0.056892	0	Compound - resembles - Compound	CrC	127
38916	12972	0.30001	0.032609	7.7089e-05	0.0030065	0.052575	0.057431	0	Compound - resembles - Compound	CrC	127
51888	12972	0.40001	0.030604	0.00023127	0.0026981	0.051727	0.058742	0	Compound - resembles - Compound	CrC	127
64860	12972	0.50001	0.029679	0.00023127	0.0035461	0.053577	0.058125	0	Compound - resembles - Compound	CrC	127
77832	12972	0.60001	0.031221	0.00015418	0.0030065	0.05535	0.057971	0	Compound - resembles - Compound	CrC	127
90804	12972	0.70001	0.029217	7.7089e-05	0.0029294	0.055273	0.056275	0	Compound - resembles - Compound	CrC	127
103776	12972	0.80001	0.029525	7.7089e-05	0.0026981	0.049183	0.05774	0	Compound - resembles - Compound	CrC	127
116748	12972	0.90001	0.029756	0	0.0037774	0.055504	0.0572	0	Compound - resembles - Compound	CrC	127
129719	12971	1	0.028215	0.00015419	0.0029296	0.051499	0.056973	0	Compound - resembles - Compound	CrC	127
390	391	0.10026	0.23846	0	0.0025575	0.14322	0.0025575	0	Compound - palliates - Disease	CpD	127
780	390	0.20026	0.12051	0.0025641	0	0.15641	0	0	Compound - palliates - Disease	CpD	127
1170	390	0.30026	0.11538	0.0025641	0	0.13333	0	0	Compound - palliates - Disease	CpD	127
1560	390	0.40026	0.11026	0.0051282	0	0.18462	0	0	Compound - palliates - Disease	CpD	127
1950	390	0.50026	0.12821	0.0025641	0	0.17436	0	0	Compound - palliates - Disease	CpD	127
2340	390	0.60026	0.13077	0	0	0.18718	0	0	Compound - palliates - Disease	CpD	127
2730	390	0.70026	0.12051	0.0025641	0	0.1641	0	0	Compound - palliates - Disease	CpD	127
3120	390	0.80026	0.089744	0.0076923	0.0076923	0.15897	0	0	Compound - palliates - Disease	CpD	127
3510	390	0.90026	0.094872	0	0.0025641	0.15385	0	0	Compound - palliates - Disease	CpD	127
3899	389	1	0.094872	0.0025707	0.0025707	0.13882	0	0	Compound - palliates - Disease	CpD	127
755	756	0.10013	0.28477	0.0039683	0	0.23016	0	0	Compound - treats - Disease	CtD	127
1510	755	0.20013	0.1457	0.0013245	0.0039735	0.20927	0	0	Compound - treats - Disease	CtD	127
2265	755	0.30013	0.12583	0	0.0013245	0.22517	0.0013245	0	Compound - treats - Disease	CtD	127
3020	755	0.40013	0.12715	0.0039735	0	0.21457	0	0	Compound - treats - Disease	CtD	127
3775	755	0.50013	0.11656	0.0013245	0.005298	0.21722	0.002649	0	Compound - treats - Disease	CtD	127
4530	755	0.60013	0.13642	0.002649	0.0013245	0.20795	0.002649	0	Compound - treats - Disease	CtD	127
5285	755	0.70013	0.15232	0	0.0013245	0.20265	0.002649	0	Compound - treats - Disease	CtD	127
6040	755	0.80013	0.11258	0.0013245	0.0013245	0.23046	0	0	Compound - treats - Disease	CtD	127
6795	755	0.90013	0.11391	0.0013245	0.0013245	0.19868	0	0	Compound - treats - Disease	CtD	127
7549	754	1	0.11126	0.0039788	0	0.21353	0	0	Compound - treats - Disease	CtD	127
11571	11572	0.10001	0.26212	0.00017283	0.001037	0.21172	0.0013826	0	Compound - binds - Gene	CbG	127
23142	11571	0.20001	0.12981	0.00017285	0.00043211	0.2056	0.0010371	0	Compound - binds - Gene	CbG	127
34713	11571	0.30001	0.10768	8.6423e-05	0.00043211	0.20811	0.0017285	0	Compound - binds - Gene	CbG	127
46284	11571	0.40001	0.10509	8.6423e-05	0.00069138	0.20742	0.0012963	0	Compound - binds - Gene	CbG	127
57855	11571	0.50001	0.10881	8.6423e-05	0.00077781	0.20854	0.0017285	0	Compound - binds - Gene	CbG	127
69426	11571	0.60001	0.1057	8.6423e-05	0.00077781	0.20543	0.0019013	0	Compound - binds - Gene	CbG	127
80997	11571	0.70001	0.10362	0	0.00069138	0.21346	0.0020742	0	Compound - binds - Gene	CbG	127
92568	11571	0.80001	0.10673	0.00017285	0.00051854	0.21234	0.0023334	0	Compound - binds - Gene	CbG	127
104139	11571	0.90001	0.10258	8.6423e-05	0.00069138	0.2094	0.0014692	0	Compound - binds - Gene	CbG	127
115709	11570	1	0.10379	8.643e-05	0.0008643	0.20994	0.0016422	0	Compound - binds - Gene	CbG	127
21102	21103	0.1	0.35608	9.4773e-05	0.00028432	0.35199	4.7387e-05	0	Compound - downregulates - Gene	CdG	127
42204	21102	0.2	0.22045	0.00014217	0.00018956	0.35608	4.7389e-05	0	Compound - downregulates - Gene	CdG	127
63306	21102	0.3	0.19401	4.7389e-05	0.00018956	0.35693	0	0	Compound - downregulates - Gene	CdG	127
84408	21102	0.4	0.18325	9.4778e-05	9.4778e-05	0.35177	9.4778e-05	0	Compound - downregulates - Gene	CdG	127
105510	21102	0.5	0.18572	9.4778e-05	0	0.35272	0	0	Compound - downregulates - Gene	CdG	127
126612	21102	0.6	0.18401	4.7389e-05	4.7389e-05	0.3503	0	0	Compound - downregulates - Gene	CdG	127
147714	21102	0.7	0.18614	0.00014217	0.00018956	0.34964	0.00014217	0	Compound - downregulates - Gene	CdG	127
168816	21102	0.8	0.18453	0	0.00023694	0.35532	9.4778e-05	0	Compound - downregulates - Gene	CdG	127
189918	21102	0.9	0.18425	0	0.00014217	0.3549	4.7389e-05	0	Compound - downregulates - Gene	CdG	127
211019	21101	1	0.18543	0	0.00014217	0.34818	0.00014217	0	Compound - downregulates - Gene	CdG	127
18756	18757	0.10001	0.31638	0.00015994	0.00010663	0.29413	0.00047982	0	Compound - upregulates - Gene	CuG	127
37512	18756	0.20001	0.18293	5.3316e-05	0.00053316	0.29782	0.00010663	0	Compound - upregulates - Gene	CuG	127
56268	18756	0.30001	0.16213	0	0.00021327	0.28823	0.00015995	0	Compound - upregulates - Gene	CuG	127
75024	18756	0.40001	0.15478	5.3316e-05	0.00026658	0.29591	0.00021327	0	Compound - upregulates - Gene	CuG	127
93780	18756	0.50001	0.1527	0.00010663	0.00010663	0.28892	0.00058648	0	Compound - upregulates - Gene	CuG	127
112536	18756	0.60001	0.15467	5.3316e-05	0.00010663	0.29228	0.00021327	0	Compound - upregulates - Gene	CuG	127
131292	18756	0.70001	0.15323	5.3316e-05	0.00021327	0.29702	0.0003199	0	Compound - upregulates - Gene	CuG	127
150048	18756	0.80001	0.15691	0	0.0003199	0.29015	0.00037321	0	Compound - upregulates - Gene	CuG	127
168804	18756	0.90001	0.15195	0	0	0.29377	0.00021327	0	Compound - upregulates - Gene	CuG	127
187559	18755	1	0.15558	5.3319e-05	0.00015996	0.29933	0.0002666	0	Compound - upregulates - Gene	CuG	127
138944	138945	0.1	0.55055	7.1971e-06	0.00066933	0.5959	0.017971	0	Compound - causes - Side Effect	CcSE	127
277888	138944	0.2	0.41005	7.1971e-06	0.00048221	0.59615	0.01836	0	Compound - causes - Side Effect	CcSE	127
416832	138944	0.3	0.36324	1.4394e-05	0.00062615	0.59756	0.017259	0	Compound - causes - Side Effect	CcSE	127
555776	138944	0.4	0.34746	7.1971e-06	0.00055418	0.59544	0.017986	0	Compound - causes - Side Effect	CcSE	127
694720	138944	0.5	0.34244	0	0.00059017	0.59497	0.017906	0	Compound - causes - Side Effect	CcSE	127
833664	138944	0.6	0.33863	0	0.0004966	0.59392	0.017849	0	Compound - causes - Side Effect	CcSE	127
972608	138944	0.7	0.33724	7.1971e-06	0.00056138	0.59638	0.017223	0	Compound - causes - Side Effect	CcSE	127
1111552	138944	0.8	0.33728	2.1591e-05	0.0004966	0.59403	0.017957	0	Compound - causes - Side Effect	CcSE	127
1250496	138944	0.9	0.33681	0	0.000511	0.59728	0.018137	0	Compound - causes - Side Effect	CcSE	127
1389439	138943	1	0.33669	7.1972e-06	0.0005182	0.59676	0.017863	0	Compound - causes - Side Effect	CcSE	127
3602	3603	0.10003	0.30455	0.00055509	0.0041632	0.23952	0.050236	0	Disease - localizes - Anatomy	DlA	127
7204	3602	0.20003	0.16241	0.00027762	0.0049972	0.22793	0.043587	0	Disease - localizes - Anatomy	DlA	127
10806	3602	0.30003	0.13798	0.00027762	0.004442	0.23265	0.051916	0	Disease - localizes - Anatomy	DlA	127
14408	3602	0.40003	0.13159	0.00027762	0.0041644	0.23265	0.046363	0	Disease - localizes - Anatomy	DlA	127
18010	3602	0.50003	0.13742	0.00055525	0.0058301	0.23376	0.049417	0	Disease - localizes - Anatomy	DlA	127
21612	3602	0.60003	0.13881	0.00055525	0.0055525	0.23348	0.04553	0	Disease - localizes - Anatomy	DlA	127
25214	3602	0.70003	0.13604	0	0.0058301	0.2382	0.043865	0	Disease - localizes - Anatomy	DlA	127
28816	3602	0.80003	0.14242	0	0.0047196	0.23376	0.044142	0	Disease - localizes - Anatomy	DlA	127
32418	3602	0.90003	0.13104	0.00027762	0.0041644	0.23848	0.043032	0	Disease - localizes - Anatomy	DlA	127
36019	3601	1	0.13354	0.0008331	0.0044432	0.24938	0.045543	0	Disease - localizes - Anatomy	DlA	127
1086	1087	0.10009	0.45672	0	0.018399	0.24747	0.26219	0	Disease - resembles - Disease	DrD	127
2172	1086	0.20009	0.25783	0.0027624	0.022099	0.24309	0.27072	0	Disease - resembles - Disease	DrD	127
3258	1086	0.30009	0.19429	0.00092081	0.020258	0.24033	0.22376	0	Disease - resembles - Disease	DrD	127
4344	1086	0.40009	0.17311	0	0.02302	0.25046	0.24125	0	Disease - resembles - Disease	DrD	127
5430	1086	0.50009	0.17403	0.0018416	0.014733	0.24401	0.28453	0	Disease - resembles - Disease	DrD	127
6516	1086	0.60009	0.16298	0.00092081	0.022099	0.21823	0.25046	0	Disease - resembles - Disease	DrD	127
7602	1086	0.70009	0.14917	0.00092081	0.025783	0.26519	0.25967	0	Disease - resembles - Disease	DrD	127
8688	1086	0.80009	0.16114	0.0027624	0.021179	0.22007	0.26151	0	Disease - resembles - Disease	DrD	127
9774	1086	0.90009	0.16114	0.0018416	0.021179	0.23481	0.2698	0	Disease - resembles - Disease	DrD	127
10859	1085	1	0.16206	0.0018433	0.01659	0.22765	0.25346	0	Disease - resembles - Disease	DrD	127
12623	12624	0.10001	0.26056	0.00015843	0.00023764	0.20746	0.00031686	0	Disease - associates - Gene	DaG	127
25246	12623	0.20001	0.13729	7.922e-05	0.00031688	0.20716	0.00063376	0	Disease - associates - Gene	DaG	127
37869	12623	0.30001	0.11432	0.00023766	0.00015844	0.20621	0.00047532	0	Disease - associates - Gene	DaG	127
50492	12623	0.40001	0.10972	0	0.00023766	0.20471	0.00031688	0	Disease - associates - Gene	DaG	127
63115	12623	0.50001	0.11162	0.00015844	0.00023766	0.21453	0.00023766	0	Disease - associates - Gene	DaG	127
75738	12623	0.60001	0.11503	7.922e-05	0.00031688	0.21294	0.00071298	0	Disease - associates - Gene	DaG	127
88361	12623	0.70001	0.1098	0	0.00047532	0.20502	0.00047532	0	Disease - associates - Gene	DaG	127
100984	12623	0.80001	0.11376	0.00015844	0.00015844	0.21231	0.00055454	0	Disease - associates - Gene	DaG	127
113607	12623	0.90001	0.11527	7.922e-05	0.00031688	0.21334	0.00031688	0	Disease - associates - Gene	DaG	127
126229	12622	1	0.11273	7.9227e-05	7.9227e-05	0.20955	0.00055459	0	Disease - associates - Gene	DaG	127
7623	7624	0.10001	0.18431	0.00026233	0.00026233	0.068468	0	0	Disease - downregulates - Gene	DdG	127
15246	7623	0.20001	0.06769	0.00026236	0.00013118	0.07215	0	0	Disease - downregulates - Gene	DdG	127
22869	7623	0.30001	0.051555	0	0.00013118	0.072281	0.00013118	0	Disease - downregulates - Gene	DdG	127
30492	7623	0.40001	0.050636	0	0.00013118	0.06769	0	0	Disease - downregulates - Gene	DdG	127
38115	7623	0.50001	0.044339	0.00013118	0.00013118	0.065591	0	0	Disease - downregulates - Gene	DdG	127
45738	7623	0.60001	0.051817	0.00013118	0.00013118	0.067296	0	0	Disease - downregulates - Gene	DdG	127
53361	7623	0.70001	0.05326	0.00013118	0.00013118	0.069133	0.00013118	0	Disease - downregulates - Gene	DdG	127
60984	7623	0.80001	0.056408	0	0.00039355	0.069002	0	0	Disease - downregulates - Gene	DdG	127
68607	7623	0.90001	0.050899	0.00026236	0.00013118	0.069526	0	0	Disease - downregulates - Gene	DdG	127
76229	7622	1	0.04657	0.0002624	0.0002624	0.072291	0.0001312	0	Disease - downregulates - Gene	DdG	127
7731	7732	0.10001	0.19027	0.000388	0	0.076306	0	0	Disease - upregulates - Gene	DuG	127
15462	7731	0.20001	0.077351	0.00012935	0.0002587	0.081102	0	0	Disease - upregulates - Gene	DuG	127
23193	7731	0.30001	0.054973	0	0.00012935	0.077998	0	0	Disease - upregulates - Gene	DuG	127
30924	7731	0.40001	0.053163	0.0002587	0	0.084724	0.0002587	0	Disease - upregulates - Gene	DuG	127
38655	7731	0.50001	0.057949	0.0002587	0.00038805	0.07554	0	0	Disease - upregulates - Gene	DuG	127
46386	7731	0.60001	0.057302	0	0.00012935	0.078774	0.00012935	0	Disease - upregulates - Gene	DuG	127
54117	7731	0.70001	0.05575	0.0002587	0.0002587	0.079809	0.0002587	0	Disease - upregulates - Gene	DuG	127
61848	7731	0.80001	0.051093	0	0.00038805	0.08343	0.00012935	0	Disease - upregulates - Gene	DuG	127
69579	7731	0.90001	0.052775	0.00038805	0.00038805	0.073988	0	0	Disease - upregulates - Gene	DuG	127
77309	7730	1	0.052645	0.00012937	0	0.078655	0	0	Disease - upregulates - Gene	DuG	127
3357	3358	0.10003	0.33512	0.00059559	0.0062537	0.28231	0.048243	0	Disease - presents - Symptom	DpS	127
6714	3357	0.20003	0.20405	0.00059577	0.0047662	0.30682	0.053619	0	Disease - presents - Symptom	DpS	127
10071	3357	0.30003	0.18409	0.00059577	0.0035746	0.28954	0.042895	0	Disease - presents - Symptom	DpS	127
13428	3357	0.40003	0.17039	0	0.0047662	0.28597	0.051534	0	Disease - presents - Symptom	DpS	127
16785	3357	0.50003	0.16771	0.00059577	0.0071492	0.29937	0.053619	0	Disease - presents - Symptom	DpS	127
20142	3357	0.60003	0.1689	0.00059577	0.0065535	0.30682	0.049747	0	Disease - presents - Symptom	DpS	127
23499	3357	0.70003	0.17307	0	0.0044683	0.28925	0.055109	0	Disease - presents - Symptom	DpS	127
26856	3357	0.80003	0.16175	0	0.0059577	0.28776	0.05213	0	Disease - presents - Symptom	DpS	127
30213	3357	0.90003	0.16354	0.00029789	0.0068514	0.29669	0.048257	0	Disease - presents - Symptom	DpS	127
33569	3356	1	0.17545	0.00059595	0.0041716	0.30244	0.048272	0	Disease - presents - Symptom	DpS	127
559504	559505	0.1	0.20426	0	0.00015371	0.11551	0.0066505	0	Gene - participates - Biological Process	GpBP	127
1119008	559504	0.2	0.081059	0	0.00018588	0.11544	0.0065594	0	Gene - participates - Biological Process	GpBP	127
1678512	559504	0.3	0.061708	1.7873e-06	0.00015549	0.11588	0.0068561	0	Gene - participates - Biological Process	GpBP	127
2238016	559504	0.4	0.058307	0	0.00014298	0.11539	0.0066934	0	Gene - participates - Biological Process	GpBP	127
2797520	559504	0.5	0.057873	0	0.00017337	0.1159	0.0066362	0	Gene - participates - Biological Process	GpBP	127
3357024	559504	0.6	0.058264	1.7873e-06	0.00013762	0.1167	0.0066416	0	Gene - participates - Biological Process	GpBP	127
3916528	559504	0.7	0.057563	8.9365e-06	0.00018052	0.11633	0.00647	0	Gene - participates - Biological Process	GpBP	127
4476032	559504	0.8	0.058069	0	0.00016443	0.11536	0.0068579	0	Gene - participates - Biological Process	GpBP	127
5035536	559504	0.9	0.057497	0	0.00015728	0.11605	0.006697	0	Gene - participates - Biological Process	GpBP	127
5595039	559503	1	0.057104	0	0.00016443	0.11574	0.0066684	0	Gene - participates - Biological Process	GpBP	127
73566	73567	0.1	0.20399	0	0.00017671	0.11531	0.0015496	0	Gene - participates - Cellular Component	GpCC	127
147132	73566	0.2	0.080934	2.7186e-05	0.00021749	0.1128	0.0014817	0	Gene - participates - Cellular Component	GpCC	127
220698	73566	0.3	0.063181	1.3593e-05	0.00013593	0.11266	0.0011826	0	Gene - participates - Cellular Component	GpCC	127
294264	73566	0.4	0.059579	2.7186e-05	0.00024468	0.11217	0.0013457	0	Gene - participates - Cellular Component	GpCC	127
367830	73566	0.5	0.061591	2.7186e-05	0.00016312	0.11367	0.0014545	0	Gene - participates - Cellular Component	GpCC	127
441396	73566	0.6	0.060571	4.078e-05	0.00012234	0.11305	0.0015496	0	Gene - participates - Cellular Component	GpCC	127
514962	73566	0.7	0.060028	0	0.00019031	0.11292	0.0014409	0	Gene - participates - Cellular Component	GpCC	127
588528	73566	0.8	0.057608	0	0.00016312	0.11459	0.0014001	0	Gene - participates - Cellular Component	GpCC	127
662094	73566	0.9	0.059579	1.3593e-05	0.0002039	0.11382	0.0012778	0	Gene - participates - Cellular Component	GpCC	127
735659	73565	1	0.059389	0	0.00016312	0.11247	0.0014817	0	Gene - participates - Cellular Component	GpCC	127
123380	123381	0.1	0.18086	0	0.00089155	0.051191	0.052164	0	Gene - covaries - Gene	GcG	127
246760	123380	0.2	0.049724	2.4315e-05	0.00095639	0.050681	0.052067	0	Gene - covaries - Gene	GcG	127
370140	123380	0.3	0.029559	0	0.00091587	0.050754	0.051824	0	Gene - covaries - Gene	GcG	127
493520	123380	0.4	0.025717	1.621e-05	0.00095639	0.050486	0.05278	0	Gene - covaries - Gene	GcG	127
616900	123380	0.5	0.024461	0	0.00094018	0.05124	0.052156	0	Gene - covaries - Gene	GcG	127
740280	123380	0.6	0.024493	1.621e-05	0.00094018	0.050989	0.052359	0	Gene - covaries - Gene	GcG	127
863660	123380	0.7	0.024923	0	0.0011104	0.051386	0.052577	0	Gene - covaries - Gene	GcG	127
987040	123380	0.8	0.024493	8.105e-06	0.001005	0.052107	0.051256	0	Gene - covaries - Gene	GcG	127
1110420	123380	0.9	0.024801	0	0.0009645	0.050802	0.053112	0	Gene - covaries - Gene	GcG	127
1233799	123379	1	0.024623	8.1051e-06	0.00088346	0.051435	0.051678	0	Gene - covaries - Gene	GcG	127
294328	294329	0.1	0.28138	0	0.0025448	0.14962	0.11803	0	Gene - interacts - Gene	GiG	127
588656	294328	0.2	0.1367	0	0.002453	0.14955	0.11876	0	Gene - interacts - Gene	GiG	127
882984	294328	0.3	0.10563	0	0.0026331	0.14951	0.12054	0	Gene - interacts - Gene	GiG	127
1177312	294328	0.4	0.098166	6.7951e-06	0.0024293	0.14888	0.12065	0	Gene - interacts - Gene	GiG	127
1471640	294328	0.5	0.095818	0	0.0025618	0.14833	0.12084	0	Gene - interacts - Gene	GiG	127
1765968	294328	0.6	0.094554	6.7951e-06	0.0023715	0.14873	0.12069	0	Gene - interacts - Gene	GiG	127
2060296	294328	0.7	0.094004	3.3976e-06	0.0025312	0.14814	0.12112	0	Gene - interacts - Gene	GiG	127
2354624	294328	0.8	0.09363	1.0193e-05	0.0025312	0.14812	0.11987	0	Gene - interacts - Gene	GiG	127
2648952	294328	0.9	0.093267	6.7951e-06	0.0024395	0.14823	0.12086	0	Gene - interacts - Gene	GiG	127
2943279	294327	1	0.093494	3.3976e-06	0.0027249	0.14813	0.12175	0	Gene - interacts - Gene	GiG	127
265672	265673	0.1	0.26645	7.5281e-06	0.00043286	0.21998	0	0	Gene > regulates > Gene	Gr>G	127
531344	265672	0.2	0.13859	0	0.00050438	0.21928	0	0	Gene > regulates > Gene	Gr>G	127
797016	265672	0.3	0.11654	3.764e-06	0.00045921	0.22105	0	0	Gene > regulates > Gene	Gr>G	127
1062688	265672	0.4	0.11361	7.5281e-06	0.00047427	0.21994	0	0	Gene > regulates > Gene	Gr>G	127
1328360	265672	0.5	0.11313	3.764e-06	0.00041404	0.21939	0	0	Gene > regulates > Gene	Gr>G	127
1594032	265672	0.6	0.11286	3.764e-06	0.00046674	0.21924	0	0	Gene > regulates > Gene	Gr>G	127
